type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-15 03:32:13,23.29295813,77.27194261,4,466.550,,1.330,279,15,31,,
T,2022-10-15 03:32:14,23.29296013,77.27193122,4,466.273,,1.310,277,15,31,,
T,2022-10-15 03:32:15,23.29296122,77.27191824,4,465.201,,1.310,274,15,31,,
T,2022-10-15 03:32:16,23.29296373,77.27190759,4,463.824,,1.310,274,15,31,,
T,2022-10-15 03:32:17,23.29296456,77.27189754,4,464.621,,0.910,273,16,31,,
T,2022-10-15 03:32:18,23.29296545,77.27189178,4,464.926,,0.670,277,16,31,,
T,2022-10-15 03:32:19,23.29296650,77.27188580,4,464.437,,0.740,277,17,31,,
T,2022-10-15 03:32:20,23.29296837,77.27187683,4,464.064,,1.350,280,17,31,,
T,2022-10-15 03:32:21,23.29296885,77.27186616,4,464.379,,1.050,271,17,31,,
T,2022-10-15 03:32:22,23.29296808,77.27185562,4,464.120,,1.000,274,17,31,,
T,2022-10-15 03:32:23,23.29296729,77.27184654,4,464.033,,0.600,267,16,31,,
T,2022-10-15 03:32:24,23.29296776,77.27183486,4,464.108,,1.340,281,16,31,,
T,2022-10-15 03:32:25,23.29296788,77.27181985,4,463.792,,1.340,278,15,31,,
T,2022-10-15 03:32:26,23.29296603,77.27180591,4,464.106,,1.340,274,16,31,,
T,2022-10-15 03:32:27,23.29296234,77.27179092,4,464.656,,1.340,264,15,31,,
T,2022-10-15 03:32:28,23.29295936,77.27177594,4,464.791,,1.350,262,15,30,,
T,2022-10-15 03:32:29,23.29295742,77.27176046,4,464.825,,1.350,268,15,28,,
T,2022-10-15 03:32:30,23.29295525,77.27174611,10,464.395,,1.350,273,16,31,,
T,2022-10-15 03:32:31,23.29295594,77.27173536,10,464.941,,1.330,276,15,31,,
T,2022-10-15 03:32:32,23.29295626,77.27172292,10,463.892,,1.340,273,15,31,,
T,2022-10-15 03:32:33,23.29295339,77.27171325,10,463.704,,0.820,266,16,31,,
T,2022-10-15 03:32:34,23.29294781,77.27170225,10,463.416,,1.340,249,16,31,,
T,2022-10-15 03:32:35,23.29294032,77.27168703,10,463.940,,1.420,249,16,31,,
T,2022-10-15 03:32:36,23.29293424,77.27167136,10,463.807,,1.350,257,15,30,,
T,2022-10-15 03:32:37,23.29292943,77.27165612,10,464.177,,1.350,268,15,31,,
T,2022-10-15 03:32:38,23.29292659,77.27164317,10,464.697,,1.350,267,15,31,,
T,2022-10-15 03:32:39,23.29292060,77.27163023,10,465.666,,1.270,261,15,31,,
T,2022-10-15 03:32:40,23.29291580,77.27161534,10,466.280,,1.330,258,14,31,,
T,2022-10-15 03:32:41,23.29290835,77.27159970,10,466.646,,1.310,246,13,31,,
T,2022-10-15 03:32:42,23.29289958,77.27158400,10,466.797,,1.320,243,13,30,,
T,2022-10-15 03:32:43,23.29289087,77.27157067,10,466.714,,1.320,241,14,31,,
T,2022-10-15 03:32:44,23.29288366,77.27155775,10,466.342,,1.310,247,14,31,,
T,2022-10-15 03:32:45,23.29287446,77.27154581,10,466.014,,1.700,242,15,31,,
T,2022-10-15 03:32:46,23.29286336,77.27153608,10,466.434,,1.320,229,16,31,,
T,2022-10-15 03:32:47,23.29284881,77.27152928,10,467.500,,1.330,216,16,31,,
T,2022-10-15 03:32:48,23.29283571,77.27152169,10,467.210,,1.320,215,16,31,,
T,2022-10-15 03:32:49,23.29282403,77.27151117,10,466.796,,1.320,222,14,31,,
T,2022-10-15 03:32:50,23.29281224,77.27150008,11,467.289,,1.330,228,15,30,,
T,2022-10-15 03:32:51,23.29280053,77.27148833,10,474.751,,1.350,232,16,31,,
T,2022-10-15 03:32:52,23.29278797,77.27147727,10,473.330,,1.360,232,16,31,,
T,2022-10-15 03:32:53,23.29277394,77.27146406,10,472.340,,1.390,231,16,31,,
T,2022-10-15 03:32:54,23.29276237,77.27144908,10,470.917,,1.390,228,18,31,,
T,2022-10-15 03:32:55,23.29275115,77.27143592,10,464.259,,1.390,226,19,31,,
T,2022-10-15 03:32:56,23.29274242,77.27142533,10,464.216,,1.380,232,18,31,,
T,2022-10-15 03:32:57,23.29273256,77.27141340,10,467.391,,1.410,230,18,31,,
T,2022-10-15 03:32:58,23.29272207,77.27140008,10,467.653,,1.390,227,19,31,,
T,2022-10-15 03:32:59,23.29271614,77.27139109,10,467.679,,0.730,217,19,31,,
T,2022-10-15 03:33:00,23.29270607,77.27138639,10,467.908,,1.380,206,18,31,,
T,2022-10-15 03:33:01,23.29269155,77.27138023,11,467.958,,1.390,199,14,31,,
T,2022-10-15 03:33:02,23.29267842,77.27137405,11,468.028,,1.380,200,16,31,,
T,2022-10-15 03:33:03,23.29266567,77.27136715,11,467.745,,1.380,210,16,31,,
T,2022-10-15 03:33:04,23.29265297,77.27135499,11,467.846,,1.390,222,17,31,,
T,2022-10-15 03:33:05,23.29264177,77.27134121,11,467.991,,1.400,232,15,31,,
T,2022-10-15 03:33:06,23.29263223,77.27132640,11,465.558,,1.390,235,16,31,,
T,2022-10-15 03:33:07,23.29262539,77.27131308,11,465.511,,1.390,241,16,31,,
T,2022-10-15 03:33:08,23.29261846,77.27129865,11,465.512,,1.390,244,16,31,,
T,2022-10-15 03:33:09,23.29261137,77.27128585,11,465.281,,1.390,249,15,29,,
T,2022-10-15 03:33:10,23.29260076,77.27127160,11,464.871,,1.520,240,15,28,,
T,2022-10-15 03:33:11,23.29258741,77.27125685,11,464.464,,1.410,230,16,29,,
T,2022-10-15 03:33:12,23.29257294,77.27124565,10,463.840,,1.410,217,17,29,,
T,2022-10-15 03:33:13,23.29255925,77.27123566,10,463.709,,1.410,215,16,29,,
T,2022-10-15 03:33:14,23.29254709,77.27122541,11,464.695,,1.410,215,14,29,,
T,2022-10-15 03:33:15,23.29253448,77.27121475,11,465.102,,1.410,218,14,29,,
T,2022-10-15 03:33:16,23.29252119,77.27120339,11,474.349,,1.420,217,14,29,,
T,2022-10-15 03:33:17,23.29250847,77.27119118,11,470.800,,1.430,221,15,29,,
T,2022-10-15 03:33:18,23.29249808,77.27117603,11,470.151,,1.440,228,15,29,,
T,2022-10-15 03:33:19,23.29249009,77.27115893,10,473.488,,1.450,239,15,28,,
T,2022-10-15 03:33:20,23.29247976,77.27114209,10,473.031,,1.630,233,15,29,,
T,2022-10-15 03:33:21,23.29247210,77.27112545,10,472.895,,1.450,232,15,29,,
T,2022-10-15 03:33:22,23.29246728,77.27110968,10,468.614,,1.460,236,15,28,,
T,2022-10-15 03:33:23,23.29246116,77.27109434,10,468.599,,1.360,240,14,28,,
T,2022-10-15 03:33:24,23.29245664,77.27108020,10,468.250,,1.240,242,16,28,,
T,2022-10-15 03:33:25,23.29245203,77.27106479,10,468.556,,1.390,239,16,28,,
T,2022-10-15 03:33:26,23.29244659,77.27104840,10,468.669,,1.380,240,16,27,,
T,2022-10-15 03:33:27,23.29243945,77.27103609,10,468.672,,1.010,229,17,28,,
T,2022-10-15 03:33:28,23.29243292,77.27102390,10,468.720,,1.210,236,17,28,,
T,2022-10-15 03:33:29,23.29243238,77.27100878,10,469.130,,1.510,271,17,31,,
T,2022-10-15 03:33:30,23.29243368,77.27099635,10,469.779,,0.740,284,19,31,,
T,2022-10-15 03:33:31,23.29243506,77.27098651,11,469.950,,0.700,289,19,31,,
T,2022-10-15 03:33:32,23.29243797,77.27097615,11,471.644,,1.000,284,20,31,,
T,2022-10-15 03:33:33,23.29244549,77.27096469,11,471.445,,1.420,312,19,31,,
T,2022-10-15 03:33:34,23.29245200,77.27095770,11,471.479,,0.370,324,17,31,,
T,2022-10-15 03:33:35,23.29245754,77.27095437,11,471.165,,0.700,331,16,31,,
T,2022-10-15 03:33:36,23.29246872,77.27095190,11,470.838,,1.200,353,17,31,,
T,2022-10-15 03:33:37,23.29248190,77.27094693,11,470.835,,1.400,349,17,31,,
T,2022-10-15 03:33:38,23.29249723,77.27094244,11,471.463,,1.270,356,16,31,,
T,2022-10-15 03:33:39,23.29251483,77.27093772,11,471.789,,1.590,355,17,31,,
T,2022-10-15 03:33:40,23.29253287,77.27093298,11,471.274,,1.600,360,20,31,,
T,2022-10-15 03:33:41,23.29254961,77.27092646,10,471.535,,1.610,354,22,32,,
T,2022-10-15 03:33:42,23.29256312,77.27091542,10,471.155,,1.630,337,21,32,,
T,2022-10-15 03:33:43,23.29257662,77.27090398,10,470.787,,1.530,330,21,32,,
T,2022-10-15 03:33:44,23.29258553,77.27088907,10,471.269,,1.450,317,21,32,,
T,2022-10-15 03:33:45,23.29259169,77.27087201,11,471.674,,1.590,312,18,32,,
T,2022-10-15 03:33:46,23.29259922,77.27085562,11,471.763,,1.510,309,18,32,,
T,2022-10-15 03:33:47,23.29260831,77.27084158,10,471.338,,1.570,317,18,32,,
T,2022-10-15 03:33:48,23.29261758,77.27083048,11,471.343,,1.580,325,14,32,,
T,2022-10-15 03:33:49,23.29262828,77.27081758,11,471.163,,1.590,320,13,32,,
T,2022-10-15 03:33:50,23.29263869,77.27080496,11,471.011,,1.580,317,11,32,,
T,2022-10-15 03:33:51,23.29264755,77.27079220,11,471.225,,1.560,313,9,32,,
T,2022-10-15 03:33:52,23.29265453,77.27078014,12,472.787,,1.570,313,10,32,,
T,2022-10-15 03:33:53,23.29266949,77.27077436,12,472.695,,1.580,320,11,32,,
T,2022-10-15 03:33:54,23.29268731,77.27077068,12,471.925,,1.590,328,11,32,,
T,2022-10-15 03:33:55,23.29270543,77.27076929,12,471.728,,1.590,338,11,31,,
T,2022-10-15 03:33:56,23.29272162,77.27076535,12,471.387,,1.600,337,10,32,,
T,2022-10-15 03:33:57,23.29273515,77.27075318,12,470.520,,1.990,323,10,32,,
T,2022-10-15 03:33:58,23.29274619,77.27074102,11,470.332,,1.620,310,10,32,,
T,2022-10-15 03:33:59,23.29275163,77.27072584,12,470.609,,1.630,298,9,32,,
T,2022-10-15 03:34:00,23.29275463,77.27070767,11,469.871,,1.610,295,9,32,,
T,2022-10-15 03:34:01,23.29275897,77.27069138,11,469.358,,1.610,296,8,32,,
T,2022-10-15 03:34:02,23.29276782,77.27067735,11,468.617,,1.760,310,8,32,,
T,2022-10-15 03:34:03,23.29277797,77.27066523,11,468.745,,1.640,315,8,31,,
T,2022-10-15 03:34:04,23.29278931,77.27065606,11,469.189,,1.610,318,8,31,,
T,2022-10-15 03:34:05,23.29280078,77.27064683,11,469.409,,1.600,313,8,32,,
T,2022-10-15 03:34:06,23.29280969,77.27063667,11,469.312,,1.600,318,8,31,,
T,2022-10-15 03:34:07,23.29281971,77.27062826,11,469.268,,1.600,319,9,32,,
T,2022-10-15 03:34:08,23.29283316,77.27062214,11,468.191,,1.600,323,12,29,,
T,2022-10-15 03:34:09,23.29284681,77.27061772,12,469.177,,1.600,327,12,32,,
T,2022-10-15 03:34:10,23.29286008,77.27061477,11,468.609,,1.580,332,12,31,,
T,2022-10-15 03:34:11,23.29287372,77.27060790,11,467.847,,1.590,327,12,29,,
T,2022-10-15 03:34:12,23.29288660,77.27060256,11,461.248,,1.580,325,12,31,,
T,2022-10-15 03:34:13,23.29289598,77.27059289,11,459.678,,1.590,318,11,31,,
T,2022-10-15 03:34:14,23.29290528,77.27058178,11,459.540,,1.600,319,12,31,,
T,2022-10-15 03:34:15,23.29291379,77.27056951,11,459.453,,1.600,319,12,31,,
T,2022-10-15 03:34:16,23.29292326,77.27055973,11,467.886,,1.650,333,12,31,,
T,2022-10-15 03:34:17,23.29293609,77.27054571,11,466.815,,2.250,332,14,31,,
T,2022-10-15 03:34:18,23.29294671,77.27053314,11,466.743,,1.610,332,14,31,,
T,2022-10-15 03:34:19,23.29294789,77.27052388,11,465.909,,1.130,313,14,31,,
T,2022-10-15 03:34:20,23.29294018,77.27051315,10,464.783,,1.630,278,13,31,,
T,2022-10-15 03:34:21,23.29292888,77.27050326,10,464.090,,1.040,246,16,31,,
T,2022-10-15 03:34:22,23.29291500,77.27048972,10,462.542,,1.610,236,16,31,,
T,2022-10-15 03:34:23,23.29290291,77.27047286,10,462.524,,1.620,240,18,31,,
T,2022-10-15 03:34:24,23.29289238,77.27045739,10,465.236,,1.620,243,19,31,,
T,2022-10-15 03:34:25,23.29288234,77.27044170,10,464.183,,1.620,248,19,31,,
T,2022-10-15 03:34:26,23.29287258,77.27042541,10,464.719,,1.620,245,19,31,,
T,2022-10-15 03:34:27,23.29286321,77.27041184,10,457.676,,1.130,247,19,31,,
T,2022-10-15 03:34:28,23.29285692,77.27039527,10,456.304,,1.730,260,21,31,,
T,2022-10-15 03:34:29,23.29285619,77.27037708,10,456.316,,1.590,282,21,29,,
T,2022-10-15 03:34:30,23.29285920,77.27035829,10,457.283,,1.600,297,21,29,,
T,2022-10-15 03:34:31,23.29286477,77.27034098,10,457.587,,1.610,309,20,29,,
T,2022-10-15 03:34:32,23.29287434,77.27032633,10,457.799,,1.630,314,21,29,,
T,2022-10-15 03:34:33,23.29288584,77.27031174,10,457.326,,1.630,317,19,29,,
T,2022-10-15 03:34:34,23.29289762,77.27029850,10,458.458,,1.610,319,19,29,,
T,2022-10-15 03:34:35,23.29290682,77.27029013,10,458.463,,0.610,325,20,29,,
T,2022-10-15 03:34:36,23.29291171,77.27029109,10,458.314,,0.620,347,20,29,,
T,2022-10-15 03:34:37,23.29291851,77.27029488,10,466.453,,0.700,21,21,29,,
T,2022-10-15 03:34:38,23.29292797,77.27030323,10,466.175,,1.540,30,23,29,,
T,2022-10-15 03:34:39,23.29293979,77.27031181,10,465.864,,1.520,21,22,29,,
T,2022-10-15 03:34:40,23.29295161,77.27031891,10,462.471,,1.520,22,22,29,,
T,2022-10-15 03:34:41,23.29296286,77.27032577,10,462.685,,1.510,22,19,29,,
T,2022-10-15 03:34:42,23.29297395,77.27033232,10,462.899,,1.510,22,19,29,,
T,2022-10-15 03:34:43,23.29298502,77.27033873,11,463.262,,1.520,23,16,29,,
T,2022-10-15 03:34:45,23.29299880,77.27033155,70,463.524,,0.000,,,29,,
T,2022-10-15 03:34:46,23.29300331,77.27032560,70,464.199,,0.000,,6,31,,
T,2022-10-15 03:34:47,23.29300692,77.27032083,71,464.710,,0.000,,5,45,,
T,2022-10-15 03:34:48,23.29301365,77.27030742,61,465.219,,0.000,,4,32,,
T,2022-10-15 03:34:49,23.29301900,77.27029860,61,465.725,,0.000,,2,32,,
T,2022-10-15 03:34:50,23.29302304,77.27029136,62,466.239,,0.000,,3,32,,
T,2022-10-15 03:34:51,23.29302628,77.27028557,62,466.711,,0.000,,3,31,,
T,2022-10-15 03:34:52,23.29302887,77.27028093,62,467.187,,0.000,,2,31,,
T,2022-10-15 03:34:53,23.29303094,77.27027722,62,471.130,,0.000,,2,34,,
T,2022-10-15 03:34:54,23.29303260,77.27027425,63,471.561,,0.000,,2,34,,
T,2022-10-15 03:34:55,23.29303392,77.27027188,63,471.929,,0.000,,1,34,,
T,2022-10-15 03:34:56,23.29303498,77.27026998,63,472.250,,0.000,,,34,,
T,2022-10-15 03:34:57,23.29304287,77.27025077,60,472.621,,0.000,,,43,,
T,2022-10-15 03:34:58,23.29292477,77.27055343,48,472.859,,0.000,,1,43,,
T,2022-10-15 03:34:59,23.29292477,77.27055343,49,473.146,,0.000,,1,44,,
T,2022-10-15 03:35:00,23.29292477,77.27055343,49,473.458,,0.000,,1,43,,
T,2022-10-15 03:35:01,23.29292477,77.27055343,50,454.072,,0.000,,1,44,,
T,2022-10-15 03:35:02,23.29292477,77.27055343,49,454.035,,0.000,,1,38,,
T,2022-10-15 03:35:03,23.29293279,77.27053294,48,454.056,,0.000,,1,41,,
T,2022-10-15 03:35:04,23.29293680,77.27052269,48,454.055,,0.000,,1,44,,
T,2022-10-15 03:35:05,23.29293881,77.27051757,48,454.055,,0.000,,1,43,,
T,2022-10-15 03:35:06,23.29293948,77.27051586,48,454.058,,0.000,,1,45,,
T,2022-10-15 03:35:07,23.29293981,77.27051501,49,454.063,,0.000,,1,44,,
T,2022-10-15 03:35:08,23.29294001,77.27051449,49,454.071,,0.000,,1,44,,
T,2022-10-15 03:35:09,23.29294041,77.27051347,49,454.063,,0.000,,1,45,,
T,2022-10-15 03:35:10,23.29294055,77.27051313,50,454.064,,0.000,,,45,,
T,2022-10-15 03:35:11,23.29294153,77.27051059,50,454.069,,0.000,,,45,,
T,2022-10-15 03:35:12,23.29294213,77.27050907,50,454.072,,0.000,,1,45,,
T,2022-10-15 03:35:13,23.29294260,77.27050786,50,454.079,,0.000,,1,45,,
T,2022-10-15 03:35:14,23.29294298,77.27050688,51,454.086,,0.000,,1,45,,
T,2022-10-15 03:35:15,23.29294329,77.27050610,51,454.095,,0.000,,1,45,,
T,2022-10-15 03:35:16,23.29294353,77.27050548,53,454.106,,0.000,,1,45,,
T,2022-10-15 03:35:17,23.29294372,77.27050498,53,454.116,,0.000,,1,45,,
T,2022-10-15 03:35:18,23.29294388,77.27050458,53,454.126,,0.000,,,45,,
T,2022-10-15 03:35:19,23.29294400,77.27050426,54,454.136,,0.000,,,45,,
T,2022-10-15 03:35:20,23.29294410,77.27050401,54,454.147,,0.000,,,45,,
T,2022-10-15 03:35:21,23.29294418,77.27050380,55,454.155,,0.000,,,45,,
T,2022-10-15 03:35:22,23.29294425,77.27050364,55,454.164,,0.000,,,45,,
T,2022-10-15 03:35:23,23.29294440,77.27050321,55,454.173,,0.000,,,45,,
T,2022-10-15 03:35:24,23.29294453,77.27050287,55,454.146,,0.000,,1,45,,
T,2022-10-15 03:35:25,23.29294463,77.27050259,56,454.149,,0.000,,1,44,,
T,2022-10-15 03:35:26,23.29294483,77.27050204,56,454.149,,0.000,,1,44,,
T,2022-10-15 03:35:27,23.29294493,77.27050177,56,454.148,,0.000,,1,44,,
T,2022-10-15 03:35:28,23.29294499,77.27050163,56,454.149,,0.000,,1,44,,
T,2022-10-15 03:35:29,23.29294500,77.27050158,56,454.150,,0.000,,1,44,,
T,2022-10-15 03:35:30,23.29294502,77.27050154,56,454.150,,0.000,,,44,,
T,2022-10-15 03:35:31,23.29294502,77.27050152,56,454.152,,0.000,,,44,,
T,2022-10-15 03:35:32,23.29294503,77.27050151,57,454.151,,0.000,,,44,,
T,2022-10-15 03:35:33,23.29294503,77.27050150,57,454.151,,0.000,,,44,,
T,2022-10-15 03:35:34,23.29294503,77.27050150,57,454.151,,0.000,,,44,,
T,2022-10-15 03:35:35,23.29294503,77.27050150,57,454.152,,0.000,,,44,,
T,2022-10-15 03:35:36,23.29294503,77.27050149,57,462.742,,0.000,,,44,,
T,2022-10-15 03:35:37,23.29294503,77.27050149,57,462.733,,0.000,,,44,,
T,2022-10-15 03:35:38,23.29294503,77.27050149,57,462.744,,0.000,,,44,,
T,2022-10-15 03:35:39,23.29294503,77.27050149,57,462.760,,0.000,,,44,,
T,2022-10-15 03:35:40,23.29294503,77.27050149,58,462.792,,0.000,,,44,,
T,2022-10-15 03:35:41,23.29294503,77.27050149,58,462.760,,0.000,,,44,,
T,2022-10-15 03:35:42,23.29294503,77.27050149,58,462.760,,0.000,,,43,,
T,2022-10-15 03:35:43,23.29294503,77.27050149,58,462.773,,0.000,,,44,,
T,2022-10-15 03:35:44,23.29294503,77.27050150,58,462.768,,0.000,,,44,,
T,2022-10-15 03:35:45,23.29294503,77.27050150,58,462.772,,0.000,,,44,,
T,2022-10-15 03:35:46,23.29294503,77.27050150,58,462.768,,0.000,,,44,,
T,2022-10-15 03:35:47,23.29294503,77.27050150,58,462.768,,0.000,,,44,,
T,2022-10-15 03:35:48,23.29294503,77.27050150,58,462.768,,0.000,,,44,,
T,2022-10-15 03:35:49,23.29294503,77.27050150,58,462.771,,0.000,,,44,,
T,2022-10-15 03:35:50,23.29294503,77.27050150,58,462.784,,0.000,,,44,,
T,2022-10-15 03:35:51,23.29294503,77.27050150,58,462.777,,0.000,,,44,,
T,2022-10-15 03:35:52,23.29294503,77.27050150,58,462.773,,0.000,,,44,,
T,2022-10-15 03:35:53,23.29294503,77.27050150,58,462.773,,0.000,,,44,,
T,2022-10-15 03:35:54,23.29294503,77.27050150,58,462.774,,0.000,,,44,,
T,2022-10-15 03:35:55,23.29294503,77.27050150,58,462.777,,0.000,,,44,,
T,2022-10-15 03:35:56,23.29294503,77.27050150,58,462.773,,0.000,,,44,,
T,2022-10-15 03:35:57,23.29294503,77.27050150,58,462.775,,0.000,,,44,,
T,2022-10-15 03:35:58,23.29294503,77.27050150,58,462.773,,0.000,,,44,,
T,2022-10-15 03:35:59,23.29294503,77.27050150,58,462.773,,0.000,,,44,,
T,2022-10-15 03:36:00,23.29294503,77.27050150,58,462.773,,0.000,,,44,,
T,2022-10-15 03:36:01,23.29294503,77.27050150,59,462.783,,0.000,,,44,,
T,2022-10-15 03:36:02,23.29294503,77.27050150,59,462.803,,0.000,,,44,,
T,2022-10-15 03:36:03,23.29294503,77.27050150,60,462.832,,0.000,,,44,,
T,2022-10-15 03:36:04,23.29294503,77.27050150,60,462.866,,0.000,,,44,,
T,2022-10-15 03:36:05,23.29294503,77.27050150,60,462.825,,0.000,,,44,,
T,2022-10-15 03:36:06,23.29294503,77.27050150,60,462.824,,0.000,,,44,,
T,2022-10-15 03:36:07,23.29294503,77.27050150,60,462.834,,0.000,,,44,,
T,2022-10-15 03:36:08,23.29294503,77.27050150,61,462.834,,0.000,,,44,,
T,2022-10-15 03:36:09,23.29294503,77.27050150,61,462.840,,0.000,,,44,,
T,2022-10-15 03:36:10,23.29294503,77.27050150,61,462.838,,0.000,,,44,,
T,2022-10-15 03:36:11,23.29294503,77.27050150,61,462.840,,0.000,,,44,,
T,2022-10-15 03:36:12,23.29294503,77.27050150,61,462.844,,0.000,,,44,,
T,2022-10-15 03:36:13,23.29294503,77.27050150,61,462.842,,0.000,,,44,,
T,2022-10-15 03:36:14,23.29294502,77.27050150,61,462.841,,0.000,,,41,,
T,2022-10-15 03:36:15,23.29294502,77.27050150,61,462.841,,0.000,,,41,,
T,2022-10-15 03:36:16,23.29294502,77.27050150,61,462.844,,0.000,,,37,,
T,2022-10-15 03:36:17,23.29294502,77.27050150,61,462.848,,0.000,,,37,,
T,2022-10-15 03:36:18,23.29294502,77.27050150,61,462.848,,0.000,,,44,,
T,2022-10-15 03:36:19,23.29294502,77.27050150,62,462.854,,0.000,,,44,,
T,2022-10-15 03:36:20,23.29294502,77.27050150,62,462.866,,0.000,,,44,,
T,2022-10-15 03:36:21,23.29294502,77.27050150,62,462.860,,0.000,,,44,,
T,2022-10-15 03:36:22,23.29294502,77.27050150,62,462.862,,0.000,,,44,,
T,2022-10-15 03:36:23,23.29294502,77.27050150,62,462.862,,0.000,,,44,,
T,2022-10-15 03:50:25,23.29286633,77.27027176,6,476.279,,0.000,,16,42,,
T,2022-10-15 03:50:26,23.29286337,77.27025908,5,475.680,,0.000,,21,40,,
T,2022-10-15 03:50:27,23.29286584,77.27026097,4,475.015,,0.000,,21,40,,
T,2022-10-15 03:50:28,23.29287044,77.27027387,4,473.968,,0.000,,21,40,,
T,2022-10-15 03:50:29,23.29286394,77.27026566,3,473.983,,0.000,,23,40,,
T,2022-10-15 03:50:30,23.29286334,77.27027158,4,474.121,,0.000,,26,40,,
T,2022-10-15 03:50:31,23.29285794,77.27027943,4,474.028,,0.000,,26,40,,
T,2022-10-15 03:50:32,23.29285009,77.27029766,4,474.493,,1.090,97,21,40,,
T,2022-10-15 03:50:33,23.29283055,77.27031735,3,472.536,,1.390,97,23,40,,
T,2022-10-15 03:50:34,23.29283975,77.27033429,3,472.246,,1.710,97,26,40,,
T,2022-10-15 03:50:35,23.29283732,77.27035636,3,472.211,,1.660,53,28,40,,
T,2022-10-15 03:50:36,23.29283642,77.27037661,3,474.419,,1.950,58,28,40,,
T,2022-10-15 03:50:37,23.29284389,77.27038967,3,474.742,,1.270,39,28,40,,
T,2022-10-15 03:50:38,23.29285158,77.27040421,3,475.065,,1.290,45,28,40,,
T,2022-10-15 03:50:39,23.29285938,77.27041769,3,473.174,,1.320,41,29,40,,
T,2022-10-15 03:50:40,23.29286792,77.27042953,3,472.969,,1.340,44,28,40,,
T,2022-10-15 03:50:41,23.29287481,77.27044191,3,472.433,,0.950,55,26,40,,
