type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-11 02:55:07,23.29290704,77.27028164,10,477.775,,0.610,337,20,31,,
T,2022-10-11 02:55:08,23.29291257,77.27027388,11,477.756,,0.630,340,20,31,,
T,2022-10-11 02:55:09,23.29291827,77.27026782,11,477.756,,0.620,347,20,31,,
T,2022-10-11 02:55:10,23.29292117,77.27026371,12,477.758,,0.000,,18,31,,
T,2022-10-11 02:55:11,23.29292127,77.27026097,13,477.758,,0.000,,18,31,,
T,2022-10-11 02:55:12,23.29292135,77.27025878,13,477.758,,0.000,,13,31,,
T,2022-10-11 02:55:13,23.29292142,77.27025702,14,477.758,,0.000,,7,45,,
T,2022-10-11 02:55:14,23.29292147,77.27025562,15,477.762,,0.000,,5,47,,
T,2022-10-11 02:55:15,23.29292151,77.27025450,14,477.758,,0.000,,4,35,,
T,2022-10-11 02:55:16,23.29292155,77.27025360,15,477.758,,0.000,,4,31,,
T,2022-10-11 02:55:17,23.29292157,77.27025288,15,477.758,,0.000,,2,31,,
T,2022-10-11 02:55:18,23.29292160,77.27025231,15,477.758,,0.000,,3,45,,
T,2022-10-11 02:55:19,23.29292161,77.27025185,15,477.762,,0.000,,5,45,,
T,2022-10-11 02:55:20,23.29292163,77.27025148,15,477.762,,0.000,,6,45,,
T,2022-10-11 02:55:21,23.29292165,77.27025074,15,477.762,,0.000,,5,45,,
T,2022-10-11 02:55:22,23.29292167,77.27025037,15,477.762,,0.000,,5,45,,
T,2022-10-11 02:55:23,23.29292167,77.27025019,15,477.762,,0.000,,5,45,,
T,2022-10-11 02:55:24,23.29292168,77.27025010,15,477.762,,0.000,,4,45,,
T,2022-10-11 02:55:25,23.29292168,77.27025005,15,477.758,,0.000,,2,45,,
T,2022-10-11 02:55:26,23.29292168,77.27025003,15,477.758,,0.000,,2,45,,
T,2022-10-11 02:55:27,23.29292168,77.27025002,15,477.758,,0.000,,2,45,,
T,2022-10-11 02:55:28,23.29292168,77.27025001,15,477.758,,0.000,,2,44,,
T,2022-10-11 02:55:29,23.29292168,77.27025001,15,477.758,,0.000,,2,45,,
T,2022-10-11 02:55:30,23.29292168,77.27025001,15,477.758,,0.000,,2,41,,
T,2022-10-11 02:55:31,23.29292168,77.27025001,15,477.758,,0.000,,3,42,,
T,2022-10-11 02:55:32,23.29292168,77.27025001,15,477.758,,0.000,,4,47,,
T,2022-10-11 02:55:33,23.29292168,77.27025001,15,477.758,,0.000,,4,46,,
T,2022-10-11 02:55:34,23.29292168,77.27025001,15,477.758,,0.000,,4,47,,
T,2022-10-11 02:55:35,23.29292168,77.27025001,15,477.758,,0.000,,4,47,,
T,2022-10-11 02:55:36,23.29292168,77.27025001,15,477.758,,0.000,,4,46,,
T,2022-10-11 02:55:37,23.29292168,77.27025001,15,477.758,,0.000,,3,47,,
T,2022-10-11 02:55:38,23.29292168,77.27025001,15,477.758,,0.000,,1,47,,
T,2022-10-11 02:55:39,23.29292168,77.27025001,15,477.758,,0.000,,1,47,,
T,2022-10-11 02:55:40,23.29292168,77.27025001,15,477.758,,0.000,,1,47,,
T,2022-10-11 02:55:41,23.29292168,77.27025001,15,477.758,,0.000,,1,47,,
T,2022-10-11 02:55:42,23.29292168,77.27025001,15,477.758,,0.000,,1,47,,
T,2022-10-11 02:55:43,23.29292168,77.27025001,15,477.758,,0.000,,1,47,,
T,2022-10-11 02:55:44,23.29292168,77.27025001,15,477.758,,0.000,,2,47,,
T,2022-10-11 02:55:45,23.29292168,77.27025001,15,477.758,,0.000,,2,47,,
T,2022-10-11 02:55:46,23.29292168,77.27025001,15,477.758,,0.000,,2,47,,
T,2022-10-11 02:55:47,23.29292168,77.27025001,15,477.758,,0.000,,2,47,,
T,2022-10-11 02:55:48,23.29292168,77.27025001,15,477.758,,0.000,,2,47,,
T,2022-10-11 02:55:49,23.29292168,77.27025001,15,477.758,,0.000,,2,46,,
T,2022-10-11 02:55:50,23.29292168,77.27025001,15,477.758,,0.000,,1,46,,
T,2022-10-11 02:55:51,23.29292168,77.27025001,17,477.759,,0.000,,1,46,,
T,2022-10-11 02:55:52,23.29292168,77.27025001,17,477.759,,0.000,,1,47,,
T,2022-10-11 02:55:53,23.29292168,77.27025001,18,477.759,,0.000,,1,47,,
T,2022-10-11 02:55:54,23.29292168,77.27025001,19,477.759,,0.000,,1,47,,
T,2022-10-11 02:55:55,23.29292168,77.27025001,19,477.759,,0.000,,1,47,,
T,2022-10-11 02:55:56,23.29291597,77.27025385,20,477.760,,1.440,148,2,47,,
T,2022-10-11 02:55:57,23.29290554,77.27026292,20,477.760,,1.550,138,2,46,,
T,2022-10-11 02:55:58,23.29289754,77.27027459,20,477.761,,1.560,122,2,47,,
T,2022-10-11 02:55:59,23.29289217,77.27028810,20,477.765,,1.570,112,2,47,,
T,2022-10-11 02:56:00,23.29288729,77.27030181,21,477.765,,1.570,114,1,47,,
T,2022-10-11 02:56:01,23.29288259,77.27031557,21,477.766,,1.580,111,1,47,,
T,2022-10-11 02:56:02,23.29287766,77.27032931,23,477.766,,1.590,113,,47,,
T,2022-10-11 02:56:03,23.29287162,77.27034248,24,477.767,,1.590,118,,47,,
T,2022-10-11 02:56:04,23.29286521,77.27035529,25,477.767,,1.570,118,,47,,
T,2022-10-11 02:56:05,23.29285897,77.27036829,26,477.767,,1.600,117,,47,,
T,2022-10-11 02:56:06,23.29285353,77.27038178,27,477.767,,1.600,113,,46,,
T,2022-10-11 02:56:07,23.29284917,77.27039567,28,477.767,,1.580,109,,47,,
T,2022-10-11 02:56:08,23.29284494,77.27040958,29,477.767,,1.690,109,,47,,
T,2022-10-11 02:56:09,23.29284131,77.27042370,31,477.767,,1.590,106,,47,,
T,2022-10-11 02:56:10,23.29283575,77.27043675,32,477.767,,1.570,118,,47,,
T,2022-10-11 02:56:11,23.29283268,77.27045024,34,477.768,,1.540,95,,47,,
T,2022-10-11 02:56:12,23.29282807,77.27046326,35,477.768,,1.560,120,,47,,
T,2022-10-11 02:56:13,23.29282057,77.27047615,38,477.768,,1.660,120,,47,,
T,2022-10-11 02:56:14,23.29280972,77.27048698,40,477.768,,1.700,140,,46,,
T,2022-10-11 02:56:15,23.29279755,77.27049647,42,477.768,,1.690,140,1,47,,
T,2022-10-11 02:56:16,23.29278878,77.27050366,41,477.767,,1.760,140,1,47,,
T,2022-10-11 02:56:17,23.29279148,77.27049845,41,477.767,,0.000,,1,47,,
T,2022-10-11 02:56:18,23.29279628,77.27049270,41,477.767,,0.000,,1,47,,
T,2022-10-11 02:56:19,23.29279767,77.27049196,41,477.767,,0.000,,1,47,,
T,2022-10-11 02:56:20,23.29279882,77.27049152,41,477.767,,0.000,,1,47,,
T,2022-10-11 02:56:21,23.29279921,77.27049138,41,477.767,,0.000,,,47,,
T,2022-10-11 02:56:22,23.29279940,77.27049130,41,477.767,,0.000,,,47,,
T,2022-10-11 02:56:23,23.29279952,77.27049126,41,477.767,,0.000,,,47,,
T,2022-10-11 02:56:24,23.29279961,77.27049123,42,477.767,,0.000,,,47,,
T,2022-10-11 02:56:25,23.29279969,77.27049120,42,477.767,,0.000,,,47,,
T,2022-10-11 02:56:26,23.29279974,77.27049118,42,477.767,,0.000,,,47,,
T,2022-10-11 02:56:27,23.29279979,77.27049116,43,477.767,,0.000,,,47,,
T,2022-10-11 02:56:28,23.29279983,77.27049114,43,477.767,,0.000,,,47,,
T,2022-10-11 02:56:29,23.29278992,77.27049662,43,477.767,,1.440,154,,47,,
T,2022-10-11 02:56:30,23.29277582,77.27050464,43,477.767,,1.520,152,,47,,
T,2022-10-11 02:56:31,23.29276572,77.27051553,43,477.767,,1.470,128,,47,,
T,2022-10-11 02:56:32,23.29275789,77.27052740,44,477.767,,1.430,128,,47,,
T,2022-10-11 02:56:33,23.29275080,77.27053906,44,477.767,,1.430,124,,47,,
T,2022-10-11 02:56:34,23.29274575,77.27055182,44,477.767,,1.460,109,,47,,
T,2022-10-11 02:56:35,23.29274519,77.27055778,44,477.767,,0.000,,,46,,
T,2022-10-11 02:56:36,23.29274598,77.27055738,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:37,23.29274527,77.27055834,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:38,23.29274492,77.27055882,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:39,23.29274474,77.27055906,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:40,23.29274465,77.27055918,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:41,23.29274461,77.27055924,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:42,23.29274458,77.27055927,44,477.767,,0.000,,,47,,
T,2022-10-11 02:56:43,23.29274458,77.27055928,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:44,23.29274457,77.27055929,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:45,23.29274457,77.27055929,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:46,23.29274457,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:47,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:48,23.29274456,77.27055930,45,477.767,,0.000,,,46,,
T,2022-10-11 02:56:49,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:50,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:51,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:52,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:53,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:54,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:55,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:56,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:57,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:58,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:56:59,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:57:00,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:57:01,23.29274456,77.27055930,45,477.767,,0.000,,,47,,
T,2022-10-11 02:57:02,23.29274456,77.27055930,46,477.767,,0.000,,,47,,
T,2022-10-11 02:57:03,23.29274456,77.27055930,46,477.767,,0.000,,,47,,
T,2022-10-11 02:57:04,23.29274456,77.27055930,46,477.767,,0.000,,,47,,
T,2022-10-11 02:57:05,23.29274456,77.27055930,46,477.767,,0.000,,,47,,
T,2022-10-11 02:57:06,23.29274456,77.27055930,46,477.767,,0.000,,,47,,
