type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-11 04:02:09,23.29328818,77.27235946,21,469.684,,0.000,,6,46,,
T,2022-10-11 04:02:10,23.29328819,77.27235952,21,469.684,,0.000,,6,46,,
T,2022-10-11 04:02:11,23.29328821,77.27235944,21,469.690,,0.000,,6,46,,
T,2022-10-11 04:02:12,23.29328817,77.27235934,32,469.598,,0.000,,6,46,,
T,2022-10-11 04:02:13,23.29328816,77.27235930,31,469.604,,0.000,,6,46,,
T,2022-10-11 04:02:14,23.29328817,77.27235933,30,469.611,,0.000,,6,46,,
T,2022-10-11 04:02:15,23.29328818,77.27235946,29,469.617,,0.000,,6,46,,
T,2022-10-11 04:02:16,23.29328818,77.27235952,28,469.625,,0.000,,6,46,,
T,2022-10-11 04:02:17,23.29328817,77.27235951,27,469.633,,0.000,,6,45,,
T,2022-10-11 04:02:18,23.29328827,77.27235953,28,469.624,,0.000,,6,46,,
T,2022-10-11 04:02:19,23.29328831,77.27235951,27,469.633,,0.000,,6,46,,
T,2022-10-11 04:02:20,23.29328832,77.27235943,26,469.642,,0.000,,7,46,,
T,2022-10-11 04:02:21,23.29328836,77.27235940,27,469.635,,0.000,,6,46,,
T,2022-10-11 04:02:22,23.29328838,77.27235939,28,469.628,,0.000,,6,46,,
T,2022-10-11 04:02:23,23.29328838,77.27235946,29,469.618,,0.000,,6,46,,
T,2022-10-11 04:02:24,23.29328841,77.27235969,30,469.605,,0.000,,6,46,,
T,2022-10-11 04:02:25,23.29328844,77.27235984,29,469.614,,0.000,,5,46,,
T,2022-10-11 04:02:26,23.29328848,77.27236003,27,469.626,,0.000,,6,46,,
T,2022-10-11 04:02:27,23.29328851,77.27236013,27,469.626,,0.000,,6,46,,
T,2022-10-11 04:02:28,23.29328852,77.27236021,25,469.638,,0.000,,6,46,,
T,2022-10-11 04:02:29,23.29328853,77.27236024,24,469.650,,0.000,,6,46,,
T,2022-10-11 04:02:30,23.29328854,77.27236026,24,469.650,,0.000,,6,46,,
T,2022-10-11 04:02:31,23.29328856,77.27236019,24,469.652,,0.000,,5,46,,
T,2022-10-11 04:02:32,23.29328857,77.27236016,24,469.652,,0.000,,5,46,,
T,2022-10-11 04:02:33,23.29328858,77.27236014,24,469.652,,0.000,,4,46,,
T,2022-10-11 04:02:34,23.29328858,77.27236013,24,469.652,,0.000,,4,46,,
T,2022-10-11 04:02:35,23.29328859,77.27236023,24,469.648,,0.000,,4,46,,
T,2022-10-11 04:02:36,23.29328859,77.27236029,24,469.648,,0.000,,4,46,,
T,2022-10-11 04:02:37,23.29328859,77.27236031,24,469.648,,0.000,,4,46,,
T,2022-10-11 04:02:38,23.29328854,77.27236023,24,469.649,,0.000,,3,46,,
T,2022-10-11 04:02:39,23.29328852,77.27236019,24,469.649,,0.000,,4,46,,
T,2022-10-11 04:02:40,23.29328854,77.27236021,24,469.648,,0.000,,4,46,,
T,2022-10-11 04:02:41,23.29328855,77.27236035,24,469.643,,0.000,,4,46,,
T,2022-10-11 04:02:42,23.29328859,77.27236047,24,469.642,,0.000,,4,46,,
T,2022-10-11 04:02:43,23.29328860,77.27236053,24,469.642,,0.000,,5,45,,
T,2022-10-11 04:02:44,23.29328862,77.27236058,86,469.476,,0.000,,5,45,,
T,2022-10-11 04:02:45,23.29328863,77.27236060,79,469.481,,0.000,,5,45,,
T,2022-10-11 04:02:46,23.29328863,77.27236061,79,469.481,,0.000,,5,45,,
T,2022-10-11 04:02:47,23.29328863,77.27236062,79,469.481,,0.000,,5,44,,
T,2022-10-11 04:02:48,23.29328862,77.27236060,79,469.481,,0.000,,5,45,,
T,2022-10-11 04:02:49,23.29328859,77.27236054,79,469.481,,0.000,,4,45,,
T,2022-10-11 04:02:50,23.29328862,77.27236077,79,469.480,,0.000,,5,45,,
T,2022-10-11 04:02:51,23.29328863,77.27236089,79,469.480,,0.000,,6,45,,
T,2022-10-11 04:02:52,23.29328864,77.27236094,79,469.480,,0.000,,6,45,,
T,2022-10-11 04:02:53,23.29328864,77.27236097,79,469.480,,0.000,,6,45,,
T,2022-10-11 04:02:54,23.29328865,77.27236099,79,469.480,,0.000,,6,45,,
T,2022-10-11 04:02:55,23.29328865,77.27236099,79,469.480,,0.000,,6,45,,
T,2022-10-11 04:02:56,23.29328864,77.27236100,79,469.479,,0.000,,4,45,,
T,2022-10-11 04:02:57,23.29328864,77.27236101,79,469.479,,0.000,,3,45,,
T,2022-10-11 04:02:58,23.29328864,77.27236101,79,469.479,,0.000,,3,45,,
T,2022-10-11 04:02:59,23.29328862,77.27236099,79,469.480,,0.000,,3,45,,
T,2022-10-11 04:03:00,23.29328863,77.27236127,78,469.478,,0.000,,6,45,,
T,2022-10-11 04:03:01,23.29328863,77.27236141,78,469.478,,0.000,,6,44,,
T,2022-10-11 04:03:02,23.29328863,77.27236148,78,469.478,,0.000,,6,45,,
T,2022-10-11 04:03:03,23.29328864,77.27236160,78,469.478,,0.000,,5,45,,
T,2022-10-11 04:03:04,23.29328864,77.27236166,78,469.478,,0.000,,6,45,,
T,2022-10-11 04:03:05,23.29328865,77.27236163,30,469.578,,0.000,,6,45,,
T,2022-10-11 04:03:06,23.29328867,77.27236177,29,469.584,,0.000,,5,45,,
T,2022-10-11 04:03:07,23.29328868,77.27236183,27,469.592,,0.000,,6,45,,
T,2022-10-11 04:03:08,23.29328869,77.27236187,27,469.592,,0.000,,6,45,,
T,2022-10-11 04:03:09,23.29328877,77.27236195,27,469.596,,0.000,,6,45,,
T,2022-10-11 04:03:10,23.29328881,77.27236199,27,469.597,,0.000,,5,45,,
T,2022-10-11 04:03:11,23.29328887,77.27236200,27,469.596,,0.000,,5,45,,
T,2022-10-11 04:03:12,23.29328896,77.27236215,27,469.594,,0.000,,5,45,,
T,2022-10-11 04:03:13,23.29328901,77.27236223,27,469.594,,0.000,,7,44,,
T,2022-10-11 04:03:14,23.29328903,77.27236227,27,469.594,,0.000,,7,45,,
T,2022-10-11 04:03:15,23.29328906,77.27236238,27,469.591,,0.000,,7,45,,
T,2022-10-11 04:03:16,23.29328909,77.27236259,27,469.587,,0.000,,6,45,,
T,2022-10-11 04:03:17,23.29328914,77.27236308,27,469.575,,0.000,,6,45,,
T,2022-10-11 04:03:18,23.29328917,77.27236315,27,469.583,,0.000,,4,45,,
T,2022-10-11 04:03:19,23.29328919,77.27236319,27,469.583,,0.000,,4,45,,
T,2022-10-11 04:03:20,23.29328921,77.27236328,27,469.581,,0.000,,4,45,,
T,2022-10-11 04:03:21,23.29328923,77.27236344,27,469.577,,0.000,,5,45,,
T,2022-10-11 04:03:22,23.29328924,77.27236352,27,469.577,,0.000,,5,45,,
T,2022-10-11 04:03:23,23.29328923,77.27236349,27,469.579,,0.000,,5,45,,
T,2022-10-11 04:03:24,23.29328923,77.27236347,27,469.579,,0.000,,6,45,,
T,2022-10-11 04:03:25,23.29328923,77.27236346,27,469.579,,0.000,,5,45,,
T,2022-10-11 04:03:26,23.29328926,77.27236348,27,469.585,,0.000,,5,45,,
T,2022-10-11 04:03:27,23.29328928,77.27236345,27,469.586,,0.000,,6,45,,
T,2022-10-11 04:03:28,23.29328928,77.27236340,27,469.587,,0.000,,6,45,,
T,2022-10-11 04:03:29,23.29328924,77.27236316,27,469.590,,0.000,,6,45,,
T,2022-10-11 04:03:30,23.29328921,77.27236292,27,469.593,,0.000,,6,45,,
T,2022-10-11 04:03:31,23.29328919,77.27236280,27,469.593,,0.000,,6,45,,
T,2022-10-11 04:03:32,23.29328918,77.27236274,27,469.593,,0.000,,8,45,,
T,2022-10-11 04:03:33,23.29328918,77.27236271,27,469.593,,0.000,,7,45,,
T,2022-10-11 04:03:34,23.29328920,77.27236287,27,469.588,,0.000,,7,45,,
T,2022-10-11 04:03:35,23.29328921,77.27236294,27,469.588,,0.000,,7,45,,
T,2022-10-11 04:03:36,23.29328922,77.27236298,27,469.588,,0.000,,5,45,,
T,2022-10-11 04:03:37,23.29328922,77.27236300,27,469.588,,0.000,,5,45,,
T,2022-10-11 04:03:38,23.29328924,77.27236303,27,469.590,,0.000,,3,45,,
T,2022-10-11 04:03:39,23.29328925,77.27236305,27,469.589,,0.000,,4,45,,
T,2022-10-11 04:03:40,23.29328925,77.27236305,27,469.590,,0.000,,4,44,,
T,2022-10-11 04:03:41,23.29328925,77.27236306,27,469.590,,0.000,,3,45,,
T,2022-10-11 04:03:42,23.29328926,77.27236310,27,469.589,,0.000,,3,45,,
T,2022-10-11 04:03:43,23.29328924,77.27236324,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:03:44,23.29328923,77.27236331,27,469.579,,0.000,,6,45,,
T,2022-10-11 04:03:45,23.29328922,77.27236333,27,469.580,,0.000,,6,45,,
T,2022-10-11 04:03:46,23.29328922,77.27236334,27,469.580,,0.000,,6,45,,
T,2022-10-11 04:03:47,23.29328922,77.27236335,27,469.580,,0.000,,6,45,,
T,2022-10-11 04:03:48,23.29328922,77.27236338,27,469.579,,0.000,,6,45,,
T,2022-10-11 04:03:49,23.29328923,77.27236337,27,469.580,,0.000,,7,45,,
T,2022-10-11 04:03:50,23.29328923,77.27236336,27,469.580,,0.000,,4,44,,
T,2022-10-11 04:03:51,23.29328922,77.27236325,27,469.584,,0.000,,4,45,,
T,2022-10-11 04:03:52,23.29328922,77.27236319,27,469.584,,0.000,,4,45,,
T,2022-10-11 04:03:53,23.29328922,77.27236316,27,469.584,,0.000,,4,45,,
T,2022-10-11 04:03:54,23.29328922,77.27236315,27,469.584,,0.000,,4,45,,
T,2022-10-11 04:03:55,23.29328924,77.27236337,27,469.577,,0.000,,3,45,,
T,2022-10-11 04:03:56,23.29328924,77.27236349,27,469.577,,0.000,,4,45,,
T,2022-10-11 04:03:57,23.29328924,77.27236349,27,469.578,,0.000,,4,45,,
T,2022-10-11 04:03:58,23.29328924,77.27236349,27,469.578,,0.000,,5,45,,
T,2022-10-11 04:03:59,23.29328922,77.27236351,27,469.574,,0.000,,5,45,,
T,2022-10-11 04:04:00,23.29328921,77.27236352,27,469.574,,0.000,,5,44,,
T,2022-10-11 04:04:01,23.29328920,77.27236352,27,469.574,,0.000,,5,45,,
T,2022-10-11 04:04:02,23.29328919,77.27236342,27,469.577,,0.000,,3,44,,
T,2022-10-11 04:04:03,23.29328919,77.27236337,27,469.577,,0.000,,4,45,,
T,2022-10-11 04:04:04,23.29328918,77.27236335,27,469.577,,0.000,,4,45,,
T,2022-10-11 04:04:05,23.29328918,77.27236333,27,469.577,,0.000,,4,45,,
T,2022-10-11 04:04:06,23.29328922,77.27236352,27,469.573,,0.000,,3,45,,
T,2022-10-11 04:04:07,23.29328924,77.27236362,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:04:08,23.29328925,77.27236367,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:04:09,23.29328925,77.27236369,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:04:10,23.29328925,77.27236370,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:04:11,23.29328925,77.27236371,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:04:12,23.29328925,77.27236371,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:04:13,23.29328927,77.27236363,27,469.578,,0.000,,,45,,
T,2022-10-11 04:04:14,23.29328928,77.27236359,27,469.578,,0.000,,3,45,,
T,2022-10-11 04:04:15,23.29328928,77.27236357,27,469.578,,0.000,,3,45,,
T,2022-10-11 04:04:16,23.29328927,77.27236353,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:04:17,23.29328928,77.27236352,27,469.580,,0.000,,4,45,,
T,2022-10-11 04:04:18,23.29328929,77.27236351,27,469.580,,0.000,,4,45,,
T,2022-10-11 04:04:19,23.29328928,77.27236340,27,469.583,,0.000,,4,44,,
T,2022-10-11 04:04:20,23.29328927,77.27236335,27,469.583,,0.000,,5,45,,
T,2022-10-11 04:04:21,23.29328927,77.27236332,27,469.583,,0.000,,5,45,,
T,2022-10-11 04:04:22,23.29328927,77.27236331,27,469.583,,0.000,,5,45,,
T,2022-10-11 04:04:23,23.29328927,77.27236330,27,469.583,,0.000,,4,45,,
T,2022-10-11 04:04:24,23.29328927,77.27236330,27,469.582,,0.000,,3,45,,
T,2022-10-11 04:04:25,23.29328927,77.27236329,27,469.583,,0.000,,3,45,,
T,2022-10-11 04:04:26,23.29328927,77.27236335,27,469.579,,0.000,,,43,,
T,2022-10-11 04:04:27,23.29328927,77.27236341,27,469.578,,0.000,,3,45,,
T,2022-10-11 04:04:28,23.29328927,77.27236345,27,469.578,,0.000,,4,45,,
T,2022-10-11 04:04:29,23.29328927,77.27236346,27,469.578,,0.000,,4,45,,
T,2022-10-11 04:04:30,23.29328927,77.27236347,27,469.578,,0.000,,4,45,,
T,2022-10-11 04:04:31,23.29328927,77.27236347,27,469.578,,0.000,,4,45,,
T,2022-10-11 04:04:32,23.29328927,77.27236348,27,469.578,,0.000,,4,45,,
T,2022-10-11 04:04:33,23.29328927,77.27236348,27,469.578,,0.000,,2,45,,
T,2022-10-11 04:04:34,23.29328927,77.27236348,27,469.578,,0.000,,,45,,
T,2022-10-11 04:04:35,23.29328927,77.27236348,27,469.578,,0.000,,,45,,
T,2022-10-11 04:04:36,23.29328927,77.27236351,27,469.576,,0.000,,,45,,
T,2022-10-11 04:04:37,23.29328928,77.27236356,27,469.575,,0.000,,4,45,,
T,2022-10-11 04:04:38,23.29328929,77.27236351,27,469.580,,0.000,,5,45,,
T,2022-10-11 04:04:39,23.29328931,77.27236351,27,469.579,,0.000,,5,45,,
T,2022-10-11 04:04:40,23.29328931,77.27236351,27,469.579,,0.000,,5,45,,
T,2022-10-11 04:04:41,23.29328932,77.27236351,27,469.579,,0.000,,5,45,,
T,2022-10-11 04:04:42,23.29328932,77.27236351,27,469.579,,0.000,,5,45,,
T,2022-10-11 04:04:43,23.29328927,77.27236345,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:04:44,23.29328925,77.27236342,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:04:45,23.29328924,77.27236341,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:04:46,23.29328923,77.27236340,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:04:47,23.29328923,77.27236342,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:04:48,23.29328921,77.27236341,27,469.580,,0.000,,5,45,,
T,2022-10-11 04:04:49,23.29328920,77.27236340,27,469.580,,0.000,,5,45,,
T,2022-10-11 04:04:50,23.29328920,77.27236340,27,469.580,,0.000,,4,45,,
T,2022-10-11 04:04:51,23.29328919,77.27236339,27,469.580,,0.000,,4,45,,
T,2022-10-11 04:04:52,23.29328919,77.27236339,27,469.580,,0.000,,4,45,,
T,2022-10-11 04:04:53,23.29328919,77.27236339,27,469.580,,0.000,,4,45,,
T,2022-10-11 04:04:54,23.29328921,77.27236342,27,469.579,,0.000,,2,45,,
T,2022-10-11 04:04:55,23.29328922,77.27236343,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:04:56,23.29328922,77.27236344,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:04:57,23.29328923,77.27236344,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:04:58,23.29328923,77.27236344,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:04:59,23.29328923,77.27236345,27,469.578,,0.000,,3,45,,
T,2022-10-11 04:05:00,23.29328923,77.27236345,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:05:01,23.29328923,77.27236345,27,469.579,,0.000,,,44,,
T,2022-10-11 04:05:02,23.29328923,77.27236345,27,469.579,,0.000,,,45,,
T,2022-10-11 04:05:03,23.29328923,77.27236345,27,469.579,,0.000,,,45,,
T,2022-10-11 04:05:04,23.29328923,77.27236345,27,469.579,,0.000,,,45,,
T,2022-10-11 04:05:05,23.29328924,77.27236346,27,469.578,,0.000,,,45,,
T,2022-10-11 04:05:06,23.29328924,77.27236347,27,469.579,,0.000,,3,45,,
T,2022-10-11 04:05:07,23.29328924,77.27236347,27,469.579,,0.000,,4,44,,
T,2022-10-11 04:05:08,23.29328924,77.27236347,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:05:09,23.29328925,77.27236347,27,469.579,,0.000,,4,45,,
T,2022-10-11 04:05:10,23.29328924,77.27236352,27,469.576,,0.000,,4,44,,
T,2022-10-11 04:05:11,23.29328924,77.27236355,27,469.576,,0.000,,4,45,,
T,2022-10-11 04:05:12,23.29328923,77.27236358,27,469.575,,0.000,,4,45,,
T,2022-10-11 04:05:13,23.29328923,77.27236360,27,469.575,,0.000,,3,45,,
T,2022-10-11 04:05:14,23.29328922,77.27236361,27,469.575,,0.000,,3,45,,
T,2022-10-11 04:05:15,23.29328922,77.27236361,27,469.575,,0.000,,6,45,,
T,2022-10-11 04:05:16,23.29328923,77.27236362,27,469.575,,0.000,,6,45,,
T,2022-10-11 04:05:17,23.29328923,77.27236361,27,469.576,,0.000,,6,45,,
T,2022-10-11 04:05:18,23.29328922,77.27236362,27,469.575,,0.000,,6,45,,
T,2022-10-11 04:05:19,23.29328922,77.27236363,27,469.575,,0.000,,6,45,,
T,2022-10-11 04:05:20,23.29328921,77.27236363,27,469.575,,0.000,,6,45,,
T,2022-10-11 04:05:21,23.29328937,77.27236392,27,469.584,,0.000,,5,45,,
T,2022-10-11 04:05:22,23.29328944,77.27236406,27,469.584,,0.000,,5,45,,
T,2022-10-11 04:05:23,23.29328948,77.27236413,27,469.584,,0.000,,5,45,,
T,2022-10-11 04:05:24,23.29328929,77.27236372,27,469.575,,0.000,,4,45,,
T,2022-10-11 04:05:25,23.29328913,77.27236346,27,469.572,,0.000,,5,45,,
T,2022-10-11 04:05:26,23.29328904,77.27236334,27,469.572,,0.000,,6,45,,
T,2022-10-11 04:05:27,23.29328900,77.27236327,27,469.572,,0.000,,6,45,,
T,2022-10-11 04:05:28,23.29328898,77.27236324,27,469.572,,0.000,,6,45,,
T,2022-10-11 04:05:29,23.29328897,77.27236323,27,469.572,,0.000,,6,45,,
T,2022-10-11 04:05:30,23.29328897,77.27236322,27,469.572,,0.000,,6,45,,
T,2022-10-11 04:05:31,23.29328909,77.27236342,27,469.579,,0.000,,2,45,,
T,2022-10-11 04:05:32,23.29328921,77.27236364,27,469.582,,0.000,,3,45,,
T,2022-10-11 04:05:33,23.29328927,77.27236375,27,469.582,,0.000,,4,45,,
T,2022-10-11 04:05:34,23.29328930,77.27236381,27,469.582,,0.000,,4,45,,
T,2022-10-11 04:05:35,23.29328931,77.27236384,27,469.582,,0.000,,4,45,,
T,2022-10-11 04:05:36,23.29328938,77.27236398,27,469.585,,0.000,,4,45,,
T,2022-10-11 04:05:37,23.29328942,77.27236405,27,469.585,,0.000,,4,45,,
T,2022-10-11 04:05:38,23.29328944,77.27236408,27,469.585,,0.000,,4,45,,
T,2022-10-11 04:05:39,23.29328944,77.27236407,27,469.585,,0.000,,3,45,,
T,2022-10-11 04:05:40,23.29328944,77.27236406,27,469.585,,0.000,,4,45,,
T,2022-10-11 04:05:41,23.29328944,77.27236405,27,469.585,,0.000,,4,45,,
T,2022-10-11 04:05:42,23.29328905,77.27236341,27,469.564,,0.000,,4,45,,
T,2022-10-11 04:05:43,23.29328885,77.27236309,27,469.564,,0.000,,5,45,,
T,2022-10-11 04:05:44,23.29328876,77.27236293,27,469.564,,0.000,,5,45,,
T,2022-10-11 04:05:45,23.29328871,77.27236285,27,469.564,,0.000,,5,45,,
T,2022-10-11 04:05:46,23.29328868,77.27236281,27,469.564,,0.000,,4,45,,
T,2022-10-11 04:05:47,23.29328867,77.27236279,27,469.564,,0.000,,4,45,,
T,2022-10-11 04:05:48,23.29328866,77.27236278,27,469.564,,0.000,,4,45,,
T,2022-10-11 04:05:49,23.29328866,77.27236278,27,469.564,,0.000,,,45,,
T,2022-10-11 04:05:50,23.29328866,77.27236278,27,469.564,,0.000,,,45,,
T,2022-10-11 04:05:51,23.29328866,77.27236277,27,469.564,,0.000,,,45,,
T,2022-10-11 04:05:52,23.29328866,77.27236277,27,469.564,,0.000,,,45,,
T,2022-10-11 04:05:53,23.29328865,77.27236277,27,469.564,,0.000,,,45,,
T,2022-10-11 04:05:54,23.29328865,77.27236274,27,469.565,,0.000,,3,45,,
T,2022-10-11 04:05:55,23.29328869,77.27236279,27,469.568,,0.000,,4,45,,
T,2022-10-11 04:05:56,23.29328872,77.27236281,27,469.568,,0.000,,5,45,,
T,2022-10-11 04:05:57,23.29328872,77.27236285,27,469.568,,0.000,,5,45,,
T,2022-10-11 04:05:58,23.29328873,77.27236281,27,469.571,,0.000,,5,45,,
T,2022-10-11 04:05:59,23.29328873,77.27236279,27,469.571,,0.000,,5,45,,
T,2022-10-11 04:06:00,23.29328873,77.27236278,27,469.571,,0.000,,5,45,,
T,2022-10-11 04:06:01,23.29328874,77.27236276,27,469.572,,0.000,,5,45,,
T,2022-10-11 04:06:02,23.29328875,77.27236274,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:06:03,23.29328876,77.27236272,27,469.574,,0.000,,4,45,,
T,2022-10-11 04:06:04,23.29328873,77.27236266,27,469.573,,0.000,,4,45,,
T,2022-10-11 04:06:05,23.29328871,77.27236264,27,469.573,,0.000,,5,44,,
T,2022-10-11 04:06:06,23.29328870,77.27236262,27,469.573,,0.000,,5,44,,
T,2022-10-11 04:06:07,23.29328870,77.27236263,27,469.572,,0.000,,5,44,,
T,2022-10-11 04:06:08,23.29328870,77.27236264,27,469.572,,0.000,,5,44,,
T,2022-10-11 04:06:09,23.29328870,77.27236264,27,469.572,,0.000,,5,44,,
T,2022-10-11 04:06:10,23.29328870,77.27236264,27,469.572,,0.000,,4,44,,
T,2022-10-11 04:06:11,23.29328870,77.27236264,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:06:12,23.29328873,77.27236267,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:13,23.29328874,77.27236268,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:14,23.29328875,77.27236269,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:15,23.29328875,77.27236269,27,469.573,,0.000,,5,44,,
T,2022-10-11 04:06:16,23.29328876,77.27236269,27,469.573,,0.000,,5,44,,
T,2022-10-11 04:06:17,23.29328876,77.27236269,27,469.573,,0.000,,5,44,,
T,2022-10-11 04:06:18,23.29328876,77.27236269,27,469.573,,0.000,,5,44,,
T,2022-10-11 04:06:19,23.29328876,77.27236269,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:20,23.29328876,77.27236269,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:21,23.29328876,77.27236269,27,469.573,,0.000,,,44,,
T,2022-10-11 04:06:22,23.29328880,77.27236274,27,469.573,,0.000,,,44,,
T,2022-10-11 04:06:23,23.29328879,77.27236273,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:24,23.29328879,77.27236273,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:25,23.29328879,77.27236273,27,469.573,,0.000,,3,43,,
T,2022-10-11 04:06:26,23.29328879,77.27236273,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:27,23.29328874,77.27236269,27,469.571,,0.000,,3,44,,
T,2022-10-11 04:06:28,23.29328861,77.27236256,27,469.568,,0.000,,3,44,,
T,2022-10-11 04:06:29,23.29328855,77.27236249,27,469.569,,0.000,,3,44,,
T,2022-10-11 04:06:30,23.29328852,77.27236247,27,469.569,,0.000,,3,44,,
T,2022-10-11 04:06:31,23.29328852,77.27236245,27,469.570,,0.000,,3,44,,
T,2022-10-11 04:06:32,23.29328852,77.27236244,27,469.570,,0.000,,3,44,,
T,2022-10-11 04:06:33,23.29328851,77.27236243,27,469.569,,0.000,,3,44,,
T,2022-10-11 04:06:34,23.29328851,77.27236243,27,469.569,,0.000,,4,44,,
T,2022-10-11 04:06:35,23.29328851,77.27236243,27,469.569,,0.000,,4,44,,
T,2022-10-11 04:06:36,23.29328851,77.27236243,27,469.569,,0.000,,4,44,,
T,2022-10-11 04:06:37,23.29328851,77.27236243,27,469.569,,0.000,,4,43,,
T,2022-10-11 04:06:38,23.29328851,77.27236243,27,469.569,,0.000,,3,44,,
T,2022-10-11 04:06:39,23.29328851,77.27236242,27,469.569,,0.000,,3,44,,
T,2022-10-11 04:06:40,23.29328851,77.27236242,27,469.569,,0.000,,,44,,
T,2022-10-11 04:06:41,23.29328852,77.27236243,27,469.569,,0.000,,3,44,,
T,2022-10-11 04:06:42,23.29328860,77.27236251,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:06:43,23.29328865,77.27236256,27,469.572,,0.000,,4,44,,
T,2022-10-11 04:06:44,23.29328869,77.27236259,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:45,23.29328871,77.27236260,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:46,23.29328871,77.27236261,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:47,23.29328872,77.27236262,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:48,23.29328872,77.27236262,27,469.573,,0.000,,4,44,,
T,2022-10-11 04:06:49,23.29328872,77.27236262,27,469.573,,0.000,,2,44,,
T,2022-10-11 04:06:50,23.29328872,77.27236262,27,469.573,,0.000,,2,44,,
T,2022-10-11 04:06:51,23.29328872,77.27236262,27,469.573,,0.000,,,43,,
T,2022-10-11 04:06:52,23.29328872,77.27236262,27,469.573,,0.000,,,44,,
T,2022-10-11 04:06:53,23.29328872,77.27236262,27,469.573,,0.000,,,44,,
T,2022-10-11 04:06:54,23.29328872,77.27236262,27,469.573,,0.000,,,42,,
T,2022-10-11 04:06:55,23.29328872,77.27236262,27,469.573,,0.000,,,44,,
T,2022-10-11 04:06:56,23.29328873,77.27236264,27,469.573,,0.000,,,44,,
T,2022-10-11 04:06:57,23.29328873,77.27236265,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:06:58,23.29328873,77.27236266,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:06:59,23.29328874,77.27236266,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:07:00,23.29328874,77.27236266,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:07:01,23.29328874,77.27236266,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:07:02,23.29328874,77.27236266,27,469.572,,0.000,,3,44,,
T,2022-10-11 04:07:03,23.29328874,77.27236266,27,469.573,,0.000,,,44,,
T,2022-10-11 04:07:04,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:05,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:06,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:07,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:08,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:09,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:10,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:11,23.29328874,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:12,23.29328873,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:13,23.29328873,77.27236266,27,469.572,,0.000,,,44,,
T,2022-10-11 04:07:14,23.29328875,77.27236267,27,469.573,,0.000,,,44,,
T,2022-10-11 04:07:15,23.29328875,77.27236268,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:07:16,23.29328876,77.27236268,27,469.573,,0.000,,3,44,,
T,2022-10-11 04:07:17,23.29328879,77.27236271,27,469.574,,0.000,,3,43,,
T,2022-10-11 04:07:18,23.29328881,77.27236272,27,469.574,,0.000,,3,44,,
