type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-10 05:17:13,23.28914254,77.27347670,11,475.080,,7.480,169,16,25,,
T,2022-10-10 05:17:14,23.28906864,77.27348861,10,475.119,,7.360,171,17,25,,
T,2022-10-10 05:17:15,23.28899695,77.27351269,11,474.638,,7.220,170,19,25,,
T,2022-10-10 05:17:16,23.28892955,77.27353162,11,474.389,,6.740,165,19,24,,
T,2022-10-10 05:17:17,23.28887147,77.27355023,11,474.434,,7.310,167,19,25,,
T,2022-10-10 05:17:18,23.28880347,77.27357504,11,474.010,,7.580,168,18,25,,
T,2022-10-10 05:17:19,23.28874961,77.27358859,11,474.231,,7.080,167,19,25,,
T,2022-10-10 05:17:20,23.28869744,77.27360347,11,473.423,,6.590,169,18,25,,
T,2022-10-10 05:17:21,23.28862802,77.27359681,11,473.448,,7.010,173,17,25,,
T,2022-10-10 05:17:22,23.28857916,77.27359305,11,474.161,,6.280,173,17,25,,
T,2022-10-10 05:17:23,23.28853878,77.27361651,12,474.240,,5.780,168,16,25,,
T,2022-10-10 05:17:24,23.28854009,77.27361539,12,474.549,,3.480,166,13,25,,
T,2022-10-10 05:17:25,23.28851494,77.27365197,12,474.641,,3.260,134,11,25,,
T,2022-10-10 05:17:26,23.28850999,77.27367293,12,474.740,,2.970,115,14,25,,
T,2022-10-10 05:17:27,23.28846965,77.27371487,12,474.369,,2.810,111,15,25,,
T,2022-10-10 05:17:28,23.28845110,77.27378189,12,475.854,,3.650,93,14,25,,
T,2022-10-10 05:17:29,23.28846040,77.27383985,11,475.495,,4.720,77,15,25,,
T,2022-10-10 05:17:30,23.28843420,77.27392643,11,475.679,,5.230,80,18,25,,
T,2022-10-10 05:17:31,23.28844290,77.27397783,11,476.248,,5.710,78,19,25,,
T,2022-10-10 05:17:32,23.28846037,77.27403032,11,476.400,,5.540,77,18,25,,
T,2022-10-10 05:17:33,23.28844631,77.27408628,11,475.850,,5.670,85,18,25,,
T,2022-10-10 05:17:34,23.28844997,77.27414176,11,475.800,,5.990,85,18,25,,
T,2022-10-10 05:17:35,23.28844562,77.27420520,11,475.126,,5.830,82,17,25,,
T,2022-10-10 05:17:36,23.28846098,77.27427593,11,475.292,,6.770,80,15,25,,
T,2022-10-10 05:17:37,23.28847508,77.27432815,11,475.367,,5.820,73,16,25,,
T,2022-10-10 05:17:38,23.28849543,77.27441388,11,475.277,,7.080,81,16,25,,
T,2022-10-10 05:17:39,23.28849127,77.27446636,11,475.682,,6.500,87,17,25,,
T,2022-10-10 05:17:40,23.28850225,77.27453761,11,475.715,,7.010,86,16,25,,
T,2022-10-10 05:17:41,23.28850558,77.27459188,11,475.481,,5.980,85,18,25,,
T,2022-10-10 05:17:42,23.28850701,77.27464439,11,475.401,,5.140,88,18,25,,
T,2022-10-10 05:17:43,23.28851300,77.27468097,11,475.493,,4.010,83,19,25,,
T,2022-10-10 05:17:44,23.28851957,77.27470787,11,473.685,,3.160,88,19,25,,
T,2022-10-10 05:17:45,23.28853061,77.27472723,11,474.575,,1.850,75,18,25,,
T,2022-10-10 05:17:46,23.28853476,77.27473526,11,474.930,,0.900,87,19,25,,
T,2022-10-10 05:17:47,23.28853282,77.27473254,11,475.220,,0.430,87,18,25,,
T,2022-10-10 05:17:48,23.28853168,77.27473506,11,475.464,,0.590,87,19,25,,
T,2022-10-10 05:17:49,23.28853321,77.27474107,11,475.443,,0.580,87,17,25,,
T,2022-10-10 05:17:50,23.28853786,77.27474714,11,475.354,,0.000,,18,25,,
T,2022-10-10 05:17:51,23.28854606,77.27474666,11,474.994,,0.000,,19,25,,
T,2022-10-10 05:17:52,23.28854615,77.27474836,11,473.962,,0.000,,17,25,,
T,2022-10-10 05:17:53,23.28854233,77.27475005,11,474.070,,0.000,,17,25,,
T,2022-10-10 05:17:54,23.28854497,77.27475230,11,473.969,,0.000,,17,24,,
T,2022-10-10 05:17:55,23.28854619,77.27475127,11,474.148,,0.000,,18,24,,
T,2022-10-10 05:17:56,23.28854610,77.27474906,11,474.285,,0.000,,16,24,,
T,2022-10-10 05:17:57,23.28854540,77.27474986,11,474.435,,0.000,,15,24,,
T,2022-10-10 05:17:58,23.28854860,77.27475235,11,474.314,,0.000,,15,24,,
T,2022-10-10 05:17:59,23.28855320,77.27476224,10,474.491,,0.000,,15,24,,
T,2022-10-10 05:18:00,23.28855203,77.27476495,10,474.475,,0.000,,16,24,,
T,2022-10-10 05:18:01,23.28855444,77.27476613,10,474.327,,0.000,,16,24,,
T,2022-10-10 05:18:02,23.28855704,77.27476552,10,474.326,,0.000,,16,24,,
T,2022-10-10 05:18:03,23.28855999,77.27476199,11,475.216,,0.000,,15,24,,
T,2022-10-10 05:18:04,23.28855319,77.27473479,11,475.036,,4.580,254,16,24,,
T,2022-10-10 05:18:05,23.28853576,77.27467219,10,474.494,,4.820,260,16,24,,
T,2022-10-10 05:18:06,23.28851744,77.27458398,11,473.389,,5.360,262,14,24,,
T,2022-10-10 05:18:07,23.28851491,77.27453566,11,473.212,,5.910,264,14,23,,
T,2022-10-10 05:18:08,23.28850389,77.27447621,11,473.178,,5.770,259,13,23,,
T,2022-10-10 05:18:09,23.28849579,77.27441693,12,473.046,,5.810,259,13,24,,
T,2022-10-10 05:18:10,23.28850671,77.27433681,12,472.869,,6.220,262,11,24,,
T,2022-10-10 05:18:11,23.28847527,77.27427507,12,472.900,,6.480,253,11,24,,
T,2022-10-10 05:18:12,23.28847963,77.27418990,12,472.751,,7.130,258,11,24,,
T,2022-10-10 05:18:13,23.28844759,77.27412444,12,472.838,,7.130,257,12,24,,
T,2022-10-10 05:18:14,23.28843289,77.27406061,13,472.926,,7.050,257,13,24,,
T,2022-10-10 05:18:15,23.28841483,77.27400605,13,472.800,,6.740,256,12,24,,
T,2022-10-10 05:18:16,23.28845311,77.27391776,13,472.812,,6.730,273,13,24,,
T,2022-10-10 05:18:17,23.28846384,77.27386098,13,472.882,,5.530,267,12,24,,
T,2022-10-10 05:18:18,23.28848048,77.27380839,13,472.783,,5.150,263,12,24,,
T,2022-10-10 05:18:19,23.28848061,77.27378287,13,472.723,,3.990,259,13,24,,
T,2022-10-10 05:18:20,23.28847527,77.27375682,13,472.712,,3.360,253,13,24,,
T,2022-10-10 05:18:21,23.28847741,77.27373120,13,472.368,,3.100,243,14,24,,
T,2022-10-10 05:18:22,23.28842328,77.27372966,13,472.646,,2.940,211,16,24,,
T,2022-10-10 05:18:23,23.28836996,77.27373870,13,472.567,,3.380,191,16,24,,
T,2022-10-10 05:18:24,23.28833605,77.27373058,12,473.181,,3.920,170,15,24,,
T,2022-10-10 05:18:25,23.28829922,77.27373450,12,474.230,,4.020,164,15,24,,
T,2022-10-10 05:18:26,23.28824712,77.27377475,12,474.053,,4.250,159,15,24,,
T,2022-10-10 05:18:27,23.28820196,77.27378988,12,474.096,,4.820,159,14,24,,
T,2022-10-10 05:18:28,23.28812156,77.27383865,12,474.120,,5.340,166,14,24,,
T,2022-10-10 05:18:29,23.28808717,77.27383104,12,474.020,,4.940,168,14,27,,
T,2022-10-10 05:18:30,23.28804759,77.27383949,12,474.273,,4.850,165,14,27,,
T,2022-10-10 05:18:31,23.28799083,77.27385042,13,474.212,,5.010,165,14,27,,
T,2022-10-10 05:18:32,23.28794583,77.27384232,13,474.343,,5.340,174,13,27,,
T,2022-10-10 05:18:33,23.28789149,77.27387811,13,473.365,,5.350,170,11,27,,
T,2022-10-10 05:18:34,23.28787384,77.27384711,14,473.404,,4.770,176,10,27,,
T,2022-10-10 05:18:35,23.28781497,77.27387059,15,473.288,,5.050,172,8,27,,
T,2022-10-10 05:18:36,23.28781936,77.27385163,16,473.396,,3.990,174,9,27,,
T,2022-10-10 05:18:37,23.28777286,77.27383459,19,473.460,,4.290,181,10,27,,
T,2022-10-10 05:18:38,23.28772089,77.27379628,19,473.650,,4.690,190,11,27,,
T,2022-10-10 05:18:39,23.28776610,77.27379752,18,473.537,,3.090,189,12,27,,
T,2022-10-10 05:18:40,23.28765813,77.27384905,17,473.708,,4.350,176,12,27,,
T,2022-10-10 05:18:41,23.28751755,77.27389856,17,473.624,,6.110,173,12,27,,
T,2022-10-10 05:18:42,23.28742101,77.27389258,15,473.536,,6.810,175,12,27,,
T,2022-10-10 05:18:43,23.28733623,77.27392341,14,473.512,,7.300,172,13,27,,
T,2022-10-10 05:18:44,23.28723883,77.27394370,14,473.304,,6.960,173,13,27,,
T,2022-10-10 05:18:45,23.28717042,77.27397691,15,473.272,,6.940,170,12,27,,
T,2022-10-10 05:18:46,23.28710060,77.27399692,14,473.279,,7.100,166,12,27,,
T,2022-10-10 05:18:47,23.28705548,77.27399996,13,473.575,,6.780,160,12,27,,
T,2022-10-10 05:18:48,23.28701590,77.27400260,14,473.237,,7.210,160,11,27,,
T,2022-10-10 05:18:49,23.28698781,77.27400461,14,473.145,,6.340,160,9,27,,
T,2022-10-10 05:18:50,23.28694890,77.27402166,14,473.108,,5.400,158,10,27,,
T,2022-10-10 05:18:51,23.28690199,77.27402105,14,473.066,,5.100,166,11,27,,
T,2022-10-10 05:18:52,23.28688300,77.27402065,14,473.102,,3.860,154,12,27,,
T,2022-10-10 05:18:53,23.28686456,77.27404101,14,473.246,,3.050,136,15,27,,
T,2022-10-10 05:18:54,23.28683742,77.27407424,13,473.393,,2.820,122,16,27,,
T,2022-10-10 05:18:55,23.28682142,77.27411774,13,473.458,,3.090,108,17,27,,
T,2022-10-10 05:18:56,23.28680508,77.27415756,13,473.514,,2.900,92,17,27,,
T,2022-10-10 05:18:57,23.28680987,77.27420492,13,473.471,,4.000,86,16,27,,
T,2022-10-10 05:18:58,23.28681423,77.27425282,13,473.527,,4.300,83,15,27,,
T,2022-10-10 05:18:59,23.28681635,77.27429548,13,473.648,,3.880,81,16,27,,
T,2022-10-10 05:19:00,23.28680437,77.27438156,13,473.640,,5.070,80,13,27,,
T,2022-10-10 05:19:01,23.28680876,77.27444022,13,473.694,,5.210,79,12,27,,
T,2022-10-10 05:19:02,23.28680956,77.27450335,13,473.895,,6.170,86,12,27,,
T,2022-10-10 05:19:03,23.28681380,77.27457320,13,473.941,,6.350,83,12,27,,
T,2022-10-10 05:19:04,23.28682124,77.27463522,13,473.966,,6.320,83,12,27,,
T,2022-10-10 05:19:05,23.28683281,77.27468724,13,474.073,,5.980,84,11,27,,
T,2022-10-10 05:19:06,23.28685678,77.27475124,13,474.190,,6.200,80,11,27,,
T,2022-10-10 05:19:07,23.28687585,77.27480599,13,474.137,,6.140,76,13,27,,
T,2022-10-10 05:19:08,23.28689386,77.27485538,13,474.001,,5.740,75,12,27,,
T,2022-10-10 05:19:09,23.28689276,77.27491605,13,474.018,,5.360,75,12,27,,
T,2022-10-10 05:19:10,23.28688810,77.27495668,13,473.807,,4.300,83,12,27,,
T,2022-10-10 05:19:11,23.28689887,77.27498892,14,474.695,,3.370,84,12,27,,
T,2022-10-10 05:19:12,23.28688455,77.27499401,14,474.396,,1.470,78,12,27,,
T,2022-10-10 05:19:13,23.28687912,77.27502060,14,474.108,,1.340,71,12,27,,
T,2022-10-10 05:19:14,23.28688157,77.27504067,15,473.807,,1.420,73,12,27,,
T,2022-10-10 05:19:15,23.28687694,77.27505474,16,473.663,,1.160,90,12,27,,
T,2022-10-10 05:19:16,23.28687737,77.27508423,17,473.697,,1.390,97,11,27,,
T,2022-10-10 05:19:17,23.28689908,77.27510674,18,473.838,,0.780,88,11,27,,
T,2022-10-10 05:19:18,23.28687537,77.27513786,17,473.781,,1.840,82,10,27,,
T,2022-10-10 05:19:19,23.28691919,77.27519923,16,473.828,,3.660,67,10,27,,
T,2022-10-10 05:19:20,23.28689992,77.27523979,15,473.870,,4.470,75,10,27,,
T,2022-10-10 05:19:21,23.28690597,77.27531354,14,473.897,,5.150,80,10,26,,
T,2022-10-10 05:19:22,23.28689945,77.27540582,14,474.079,,6.410,82,11,27,,
T,2022-10-10 05:19:23,23.28689272,77.27549459,13,474.220,,6.920,79,11,27,,
T,2022-10-10 05:19:24,23.28689924,77.27555525,13,474.397,,6.670,81,12,27,,
T,2022-10-10 05:19:25,23.28692359,77.27562585,13,474.182,,6.250,82,13,27,,
T,2022-10-10 05:19:26,23.28693365,77.27569681,13,474.005,,6.590,78,13,27,,
T,2022-10-10 05:19:27,23.28694809,77.27575073,14,474.010,,5.830,78,14,27,,
T,2022-10-10 05:19:28,23.28696611,77.27576002,13,475.181,,4.050,72,15,27,,
T,2022-10-10 05:19:29,23.28692259,77.27582739,13,476.423,,2.950,80,15,27,,
T,2022-10-10 05:19:30,23.28690854,77.27584467,12,478.507,,1.680,79,15,27,,
T,2022-10-10 05:19:31,23.28691027,77.27583716,12,479.686,,0.840,59,16,27,,
T,2022-10-10 05:19:32,23.28691270,77.27584621,11,486.223,,0.480,148,17,26,,
T,2022-10-10 05:19:33,23.28693119,77.27585053,11,486.745,,0.410,150,17,27,,
T,2022-10-10 05:19:34,23.28693065,77.27586010,11,486.972,,0.000,,17,27,,
T,2022-10-10 05:19:35,23.28694050,77.27586700,11,488.697,,0.450,134,16,27,,
T,2022-10-10 05:19:36,23.28695131,77.27587781,11,488.266,,0.490,37,15,27,,
T,2022-10-10 05:19:37,23.28695451,77.27588988,11,488.815,,1.370,83,16,27,,
T,2022-10-10 05:19:38,23.28696204,77.27591236,11,490.030,,2.320,88,14,27,,
T,2022-10-10 05:19:39,23.28697127,77.27594424,11,488.329,,2.490,94,14,26,,
T,2022-10-10 05:19:40,23.28697487,77.27598105,11,487.108,,3.230,96,15,26,,
T,2022-10-10 05:19:41,23.28697673,77.27602391,11,487.465,,3.790,90,15,26,,
T,2022-10-10 05:19:42,23.28698408,77.27607257,11,486.826,,4.410,82,15,26,,
T,2022-10-10 05:19:43,23.28698728,77.27611601,11,474.561,,4.090,86,15,26,,
T,2022-10-10 05:19:44,23.28698227,77.27614596,10,475.118,,3.090,104,14,26,,
T,2022-10-10 05:19:45,23.28695546,77.27616243,10,474.106,,3.760,148,14,26,,
T,2022-10-10 05:19:46,23.28692120,77.27617549,11,474.696,,3.910,164,15,26,,
T,2022-10-10 05:19:47,23.28688229,77.27618316,11,474.706,,4.420,168,16,25,,
T,2022-10-10 05:19:48,23.28683203,77.27617018,10,474.624,,5.010,171,16,25,,
T,2022-10-10 05:19:49,23.28678853,77.27618331,10,475.004,,4.710,173,16,25,,
T,2022-10-10 05:19:50,23.28674734,77.27617758,10,475.193,,4.720,172,16,25,,
T,2022-10-10 05:19:51,23.28669896,77.27617347,10,475.374,,4.670,179,15,25,,
T,2022-10-10 05:19:52,23.28665691,77.27618734,11,475.126,,5.050,173,16,25,,
T,2022-10-10 05:19:53,23.28659172,77.27620696,11,475.517,,6.350,171,16,25,,
T,2022-10-10 05:19:54,23.28653195,77.27622631,11,475.393,,6.450,169,18,25,,
T,2022-10-10 05:19:55,23.28648178,77.27623663,11,475.684,,6.100,166,18,25,,
T,2022-10-10 05:19:56,23.28644180,77.27622649,11,476.452,,6.140,176,17,25,,
T,2022-10-10 05:19:57,23.28639933,77.27622183,11,476.696,,6.220,180,16,25,,
T,2022-10-10 05:19:58,23.28636773,77.27623866,11,476.563,,5.990,173,18,24,,
T,2022-10-10 05:19:59,23.28630240,77.27624898,12,476.526,,6.130,174,18,24,,
T,2022-10-10 05:20:00,23.28625631,77.27625421,11,476.897,,6.060,168,15,24,,
T,2022-10-10 05:20:01,23.28620400,77.27624139,11,476.507,,6.420,172,15,24,,
T,2022-10-10 05:20:02,23.28613967,77.27625291,11,476.797,,6.580,172,14,24,,
T,2022-10-10 05:20:03,23.28607853,77.27626443,11,476.935,,7.000,171,15,24,,
T,2022-10-10 05:20:04,23.28601314,77.27627575,11,476.597,,7.390,174,14,24,,
T,2022-10-10 05:20:05,23.28594774,77.27627175,11,477.081,,7.120,173,16,24,,
T,2022-10-10 05:20:06,23.28587337,77.27629281,11,477.023,,6.850,170,18,24,,
T,2022-10-10 05:20:07,23.28578642,77.27630130,11,476.715,,7.860,174,17,24,,
T,2022-10-10 05:20:08,23.28571705,77.27630856,11,477.128,,7.910,177,18,24,,
T,2022-10-10 05:20:09,23.28565597,77.27630316,11,477.195,,7.460,179,16,24,,
T,2022-10-10 05:20:10,23.28560627,77.27630580,11,477.819,,6.750,180,16,24,,
T,2022-10-10 05:20:11,23.28554532,77.27630773,11,478.466,,7.060,185,18,24,,
T,2022-10-10 05:20:12,23.28548991,77.27628870,11,478.733,,7.040,190,17,24,,
T,2022-10-10 05:20:13,23.28543153,77.27627532,11,478.298,,7.190,197,19,24,,
T,2022-10-10 05:20:14,23.28536195,77.27626751,11,478.441,,7.290,197,18,24,,
T,2022-10-10 05:20:15,23.28529724,77.27625403,11,478.199,,7.630,201,19,24,,
T,2022-10-10 05:20:16,23.28523259,77.27623375,10,478.527,,7.270,200,20,24,,
T,2022-10-10 05:20:17,23.28516838,77.27620413,10,478.955,,7.560,201,20,24,,
T,2022-10-10 05:20:18,23.28510039,77.27618197,10,479.013,,7.400,205,20,24,,
T,2022-10-10 05:20:19,23.28503236,77.27614271,11,478.508,,7.540,206,20,24,,
T,2022-10-10 05:20:20,23.28500109,77.27610376,10,478.795,,5.800,220,20,24,,
T,2022-10-10 05:20:21,23.28497591,77.27606278,10,478.430,,4.860,234,19,24,,
T,2022-10-10 05:20:22,23.28495587,77.27601064,10,478.865,,5.450,254,19,24,,
T,2022-10-10 05:20:23,23.28494769,77.27596814,10,478.560,,4.670,269,19,24,,
T,2022-10-10 05:20:24,23.28496576,77.27592717,10,478.797,,4.610,282,19,24,,
T,2022-10-10 05:20:25,23.28497771,77.27588218,10,478.109,,5.260,299,19,24,,
T,2022-10-10 05:20:26,23.28500239,77.27583864,10,478.775,,5.490,300,18,24,,
