type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-14 03:58:32,23.29346917,77.27289167,84,457.523,,0.000,,2,42,,
T,2022-10-14 03:58:33,23.29344108,77.27289851,84,457.527,,0.000,,2,42,,
T,2022-10-14 03:58:34,23.29344947,77.27289529,83,457.501,,0.000,,2,42,,
T,2022-10-14 03:58:35,23.29345477,77.27289657,83,457.597,,0.000,,2,42,,
T,2022-10-14 03:58:36,23.29345742,77.27289721,83,457.597,,0.000,,2,42,,
T,2022-10-14 03:58:37,23.29345877,77.27289746,83,457.594,,0.000,,2,42,,
T,2022-10-14 03:58:38,23.29346022,77.27289678,81,457.595,,0.000,,2,42,,
T,2022-10-14 03:58:39,23.29346180,77.27289631,81,457.597,,0.000,,3,42,,
T,2022-10-14 03:58:40,23.29346258,77.27289608,81,457.597,,0.000,,3,42,,
T,2022-10-14 03:58:41,23.29346329,77.27289609,81,457.597,,0.000,,3,42,,
T,2022-10-14 03:58:42,23.29346357,77.27289610,81,457.597,,0.000,,3,42,,
T,2022-10-14 03:58:43,23.29346366,77.27289610,81,457.596,,0.000,,3,42,,
T,2022-10-14 03:58:44,23.29346375,77.27289611,83,457.596,,0.000,,3,42,,
T,2022-10-14 03:58:45,23.29346379,77.27289611,83,457.596,,0.000,,3,42,,
T,2022-10-14 03:58:46,23.29346382,77.27289611,83,457.596,,0.000,,3,41,,
T,2022-10-14 03:58:47,23.29346383,77.27289611,83,457.596,,0.000,,3,42,,
T,2022-10-14 03:58:48,23.29346383,77.27289611,83,457.595,,0.000,,3,42,,
T,2022-10-14 03:58:49,23.29346383,77.27289611,84,457.593,,0.000,,,42,,
T,2022-10-14 03:58:50,23.29346384,77.27289611,84,457.593,,0.000,,,42,,
T,2022-10-14 03:58:51,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:52,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:53,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:54,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:55,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:56,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:57,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:58,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:58:59,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:00,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:01,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:02,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:03,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:04,23.29346384,77.27289611,84,457.561,,0.000,,,42,,
T,2022-10-14 03:59:05,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:06,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:07,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:08,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:09,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:10,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:11,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:12,23.29346384,77.27289611,84,457.568,,0.000,,,42,,
T,2022-10-14 03:59:13,23.29346384,77.27289611,84,457.587,,0.000,,,42,,
T,2022-10-14 03:59:14,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:15,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:16,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:17,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:18,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:19,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:20,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:21,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:22,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:23,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:24,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:25,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:26,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:27,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:28,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:29,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:30,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:31,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:32,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:33,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:34,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:35,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:36,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:37,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:38,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:39,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:40,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:41,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 03:59:42,23.29346384,77.27289611,84,457.592,,0.000,,,42,,
T,2022-10-14 04:01:01,23.29346816,77.27289879,90,457.574,,0.000,,,42,,
T,2022-10-14 04:01:02,23.29346816,77.27289879,90,457.574,,0.000,,,42,,
T,2022-10-14 04:01:03,23.29346814,77.27289868,90,457.575,,0.000,,,42,,
T,2022-10-14 04:01:04,23.29346808,77.27289877,90,457.575,,0.000,,3,42,,
T,2022-10-14 04:01:05,23.29346805,77.27289881,90,457.575,,0.000,,3,42,,
T,2022-10-14 04:01:06,23.29346805,77.27289879,90,457.575,,0.000,,3,42,,
T,2022-10-14 04:01:07,23.29346805,77.27289878,90,457.575,,0.000,,3,42,,
T,2022-10-14 04:01:08,23.29346804,77.27289880,90,457.575,,0.000,,3,42,,
T,2022-10-14 04:01:09,23.29346823,77.27289857,90,457.574,,0.000,,3,42,,
T,2022-10-14 04:01:10,23.29346832,77.27289846,90,457.574,,0.000,,2,42,,
T,2022-10-14 04:01:11,23.29346837,77.27289839,90,457.574,,0.000,,2,42,,
T,2022-10-14 04:01:12,23.29346840,77.27289834,90,457.574,,0.000,,2,42,,
T,2022-10-14 04:01:13,23.29346841,77.27289831,90,457.574,,0.000,,3,42,,
T,2022-10-14 04:01:14,23.29346841,77.27289831,90,457.574,,0.000,,3,42,,
T,2022-10-14 04:01:15,23.29346841,77.27289831,90,457.574,,0.000,,3,42,,
T,2022-10-14 04:01:16,23.29346841,77.27289831,90,457.574,,0.000,,2,42,,
T,2022-10-14 04:01:17,23.29346841,77.27289831,90,457.574,,0.000,,2,42,,
T,2022-10-14 04:01:18,23.29346841,77.27289831,90,457.574,,0.000,,2,42,,
T,2022-10-14 04:01:19,23.29346841,77.27289831,90,457.574,,0.000,,1,42,,
T,2022-10-14 04:01:20,23.29346841,77.27289831,90,457.574,,0.000,,1,42,,
T,2022-10-14 04:01:21,23.29346841,77.27289831,90,457.574,,0.000,,,42,,
T,2022-10-14 04:01:22,23.29346841,77.27289831,90,457.574,,0.000,,,42,,
T,2022-10-14 04:01:23,23.29346841,77.27289831,90,457.574,,0.000,,,42,,
T,2022-10-14 04:01:24,23.29346841,77.27289831,91,457.563,,0.000,,,42,,
T,2022-10-14 04:01:25,23.29346841,77.27289831,90,457.568,,0.000,,,42,,
T,2022-10-14 04:01:26,23.29346841,77.27289831,91,457.566,,0.000,,,42,,
T,2022-10-14 04:01:27,23.29346841,77.27289831,91,457.567,,0.000,,,42,,
T,2022-10-14 04:01:28,23.29346841,77.27289831,91,457.565,,0.000,,,42,,
T,2022-10-14 04:01:29,23.29346841,77.27289831,91,457.565,,0.000,,,41,,
T,2022-10-14 04:01:30,23.29346841,77.27289831,92,457.565,,0.000,,,42,,
T,2022-10-14 04:01:31,23.29346841,77.27289831,92,457.564,,0.000,,,42,,
T,2022-10-14 04:01:32,23.29346841,77.27289831,92,457.564,,0.000,,,42,,
T,2022-10-14 04:01:33,23.29346841,77.27289831,92,457.564,,0.000,,,42,,
T,2022-10-14 04:01:34,23.29346841,77.27289831,92,457.564,,0.000,,,42,,
T,2022-10-14 04:01:35,23.29346841,77.27289831,92,457.564,,0.000,,,42,,
T,2022-10-14 04:01:36,23.29346841,77.27289831,92,457.563,,0.000,,,42,,
T,2022-10-14 04:01:37,23.29346841,77.27289831,92,457.563,,0.000,,,42,,
T,2022-10-14 04:01:38,23.29346841,77.27289831,92,457.563,,0.000,,,42,,
T,2022-10-14 04:01:39,23.29346841,77.27289831,92,457.563,,0.000,,,41,,
T,2022-10-14 04:01:40,23.29346841,77.27289831,92,457.563,,0.000,,,42,,
T,2022-10-14 04:01:41,23.29346841,77.27289831,92,457.563,,0.000,,,42,,
T,2022-10-14 04:01:42,23.29346841,77.27289831,92,457.562,,0.000,,,42,,
T,2022-10-14 04:01:43,23.29346841,77.27289831,93,457.559,,0.000,,,42,,
T,2022-10-14 04:01:44,23.29346841,77.27289831,93,457.560,,0.000,,,41,,
T,2022-10-14 04:01:45,23.29346841,77.27289831,93,457.560,,0.000,,,42,,
T,2022-10-14 04:01:46,23.29346841,77.27289831,93,457.544,,0.000,,,41,,
T,2022-10-14 04:01:47,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:48,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:49,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:50,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:51,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:52,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:53,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:54,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:55,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:56,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:57,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:58,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:01:59,23.29346841,77.27289831,93,457.544,,0.000,,,41,,
T,2022-10-14 04:02:00,23.29346841,77.27289831,93,457.544,,0.000,,,42,,
T,2022-10-14 04:02:01,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:02,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:03,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:04,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:05,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:06,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:07,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:08,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:09,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:10,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:11,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:12,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:13,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:02:14,23.29346841,77.27289831,93,457.484,,0.000,,,42,,
T,2022-10-14 04:05:04,23.29346803,77.27289842,93,457.563,,0.000,,1,42,,
T,2022-10-14 04:05:05,23.29346800,77.27289841,93,457.563,,0.000,,1,42,,
T,2022-10-14 04:05:06,23.29346804,77.27289842,93,457.563,,0.000,,2,42,,
T,2022-10-14 04:05:07,23.29346812,77.27289846,93,457.564,,0.000,,2,42,,
T,2022-10-14 04:05:08,23.29346816,77.27289849,93,457.564,,0.000,,3,42,,
T,2022-10-14 04:05:09,23.29346817,77.27289849,93,457.563,,0.000,,3,42,,
T,2022-10-14 04:05:10,23.29346817,77.27289850,93,457.563,,0.000,,3,42,,
T,2022-10-14 04:05:11,23.29346818,77.27289850,93,457.563,,0.000,,3,42,,
T,2022-10-14 04:05:12,23.29346777,77.27289850,93,457.564,,0.000,,2,42,,
T,2022-10-14 04:05:13,23.29346756,77.27289851,93,457.564,,0.000,,3,42,,
T,2022-10-14 04:05:14,23.29346746,77.27289851,93,457.564,,0.000,,2,42,,
T,2022-10-14 04:05:15,23.29346719,77.27289853,93,457.564,,0.000,,2,42,,
T,2022-10-14 04:05:16,23.29346706,77.27289854,93,457.564,,0.000,,2,42,,
T,2022-10-14 04:05:17,23.29346702,77.27289855,93,457.546,,0.000,,2,42,,
T,2022-10-14 04:05:18,23.29346881,77.27289840,92,457.553,,0.000,,2,42,,
T,2022-10-14 04:05:19,23.29346994,77.27289836,93,457.550,,0.000,,2,42,,
T,2022-10-14 04:05:20,23.29346086,77.27289682,92,457.556,,0.000,,2,42,,
T,2022-10-14 04:05:21,23.29345643,77.27289585,92,457.551,,0.000,,2,42,,
T,2022-10-14 04:05:22,23.29345424,77.27289537,92,457.552,,0.000,,1,42,,
T,2022-10-14 04:05:23,23.29345320,77.27289513,92,457.552,,0.000,,1,42,,
T,2022-10-14 04:05:24,23.29345260,77.27289500,92,457.552,,0.000,,1,42,,
T,2022-10-14 04:05:25,23.29345241,77.27289496,92,457.552,,0.000,,1,42,,
T,2022-10-14 04:05:27,23.29345226,77.27289493,93,457.605,,0.000,,1,42,,
T,2022-10-14 04:05:28,23.29344966,77.27289433,93,457.608,,0.000,,1,42,,
T,2022-10-14 04:05:29,23.29344874,77.27289407,93,457.604,,0.000,,1,42,,
T,2022-10-14 04:05:30,23.29344564,77.27289311,93,457.581,,0.000,,1,42,,
T,2022-10-14 04:05:31,23.29344409,77.27289263,93,457.581,,0.000,,1,42,,
T,2022-10-14 04:05:32,23.29344332,77.27289239,93,457.518,,0.000,,1,42,,
T,2022-10-14 04:05:33,23.29344302,77.27289230,93,457.523,,0.000,,1,41,,
T,2022-10-14 04:05:34,23.29344288,77.27289225,93,457.523,,0.000,,1,42,,
T,2022-10-14 04:05:35,23.29344280,77.27289223,93,457.523,,0.000,,1,42,,
T,2022-10-14 04:05:36,23.29344278,77.27289222,93,457.585,,0.000,,1,42,,
T,2022-10-14 04:05:37,23.29344276,77.27289221,93,457.585,,0.000,,1,42,,
T,2022-10-14 04:05:38,23.29344271,77.27289220,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:39,23.29344270,77.27289220,93,457.583,,0.000,,1,41,,
T,2022-10-14 04:05:40,23.29344488,77.27289333,93,457.582,,0.000,,1,42,,
T,2022-10-14 04:05:41,23.29344597,77.27289390,93,457.582,,0.000,,1,42,,
T,2022-10-14 04:05:42,23.29344662,77.27289423,93,457.580,,0.000,,1,42,,
T,2022-10-14 04:05:43,23.29344705,77.27289445,93,457.584,,0.000,,1,42,,
T,2022-10-14 04:05:44,23.29344728,77.27289458,93,457.584,,0.000,,1,42,,
T,2022-10-14 04:05:45,23.29344740,77.27289464,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:46,23.29344745,77.27289466,93,457.583,,0.000,,1,41,,
T,2022-10-14 04:05:47,23.29344751,77.27289470,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:48,23.29344752,77.27289471,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:49,23.29344754,77.27289472,93,457.583,,0.000,,1,41,,
T,2022-10-14 04:05:50,23.29344757,77.27289474,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:51,23.29344759,77.27289476,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:52,23.29344760,77.27289477,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:53,23.29344761,77.27289477,93,457.583,,0.000,,1,42,,
T,2022-10-14 04:05:54,23.29344786,77.27289499,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:05:55,23.29344794,77.27289506,93,457.588,,0.000,,1,42,,
T,2022-10-14 04:05:56,23.29344793,77.27289504,93,457.587,,0.000,,1,42,,
T,2022-10-14 04:05:57,23.29344792,77.27289504,93,457.587,,0.000,,1,42,,
T,2022-10-14 04:05:58,23.29344769,77.27289481,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:05:59,23.29344757,77.27289469,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:00,23.29344751,77.27289464,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:01,23.29344748,77.27289461,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:02,23.29344747,77.27289459,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:03,23.29344746,77.27289459,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:04,23.29344746,77.27289459,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:05,23.29344744,77.27289461,93,457.586,,0.000,,1,42,,
T,2022-10-14 04:06:06,23.29344774,77.27289499,93,457.586,,0.000,,2,42,,
T,2022-10-14 04:06:07,23.29344788,77.27289518,93,457.587,,0.000,,2,42,,
T,2022-10-14 04:06:08,23.29344795,77.27289527,93,457.586,,0.000,,2,42,,
T,2022-10-14 04:06:09,23.29344793,77.27289539,93,457.609,,0.000,,2,42,,
T,2022-10-14 04:06:10,23.29344791,77.27289545,93,457.607,,0.000,,2,42,,
T,2022-10-14 04:06:11,23.29344791,77.27289548,93,457.607,,0.000,,2,42,,
T,2022-10-14 04:06:12,23.29344790,77.27289549,93,457.607,,0.000,,2,42,,
T,2022-10-14 04:06:13,23.29344790,77.27289549,93,457.607,,0.000,,2,42,,
T,2022-10-14 04:06:14,23.29344790,77.27289549,93,457.607,,0.000,,2,42,,
T,2022-10-14 04:06:15,23.29344790,77.27289549,93,457.607,,0.000,,2,42,,
T,2022-10-14 04:06:16,23.29344790,77.27289549,93,457.606,,0.000,,1,42,,
T,2022-10-14 04:06:17,23.29344790,77.27289549,93,457.606,,0.000,,1,42,,
T,2022-10-14 04:06:18,23.29344790,77.27289549,93,457.606,,0.000,,1,42,,
T,2022-10-14 04:06:19,23.29344790,77.27289549,93,457.606,,0.000,,,42,,
T,2022-10-14 04:06:20,23.29344790,77.27289549,93,457.606,,0.000,,,42,,
T,2022-10-14 04:06:21,23.29344790,77.27289549,93,457.606,,0.000,,,42,,
T,2022-10-14 04:06:22,23.29344790,77.27289549,93,457.605,,0.000,,,42,,
T,2022-10-14 04:06:23,23.29344790,77.27289549,93,457.605,,0.000,,,42,,
T,2022-10-14 04:06:24,23.29344790,77.27289549,93,457.605,,0.000,,,42,,
T,2022-10-14 04:06:25,23.29344790,77.27289549,93,457.605,,0.000,,,42,,
T,2022-10-14 04:06:26,23.29344790,77.27289549,93,457.605,,0.000,,,42,,
T,2022-10-14 04:06:27,23.29344790,77.27289549,93,457.604,,0.000,,,42,,
T,2022-10-14 04:06:28,23.29344790,77.27289549,93,457.604,,0.000,,,42,,
T,2022-10-14 04:06:29,23.29344790,77.27289549,93,457.604,,0.000,,,41,,
T,2022-10-14 04:06:30,23.29344790,77.27289549,93,457.604,,0.000,,,42,,
T,2022-10-14 04:06:31,23.29344790,77.27289549,93,457.604,,0.000,,,42,,
T,2022-10-14 04:06:32,23.29344790,77.27289549,93,457.604,,0.000,,,42,,
T,2022-10-14 04:06:33,23.29344790,77.27289549,93,457.604,,0.000,,,42,,
T,2022-10-14 04:06:34,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:35,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:36,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:37,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:38,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:39,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:40,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:41,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:42,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:43,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:44,23.29344790,77.27289549,93,457.603,,0.000,,,42,,
T,2022-10-14 04:06:45,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:46,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:47,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:48,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:49,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:50,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:51,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:52,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:53,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:54,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:55,23.29344790,77.27289549,93,457.602,,0.000,,,42,,
T,2022-10-14 04:06:56,23.29344790,77.27289549,93,457.601,,0.000,,,42,,
T,2022-10-14 04:06:57,23.29344790,77.27289549,94,457.601,,0.000,,,42,,
T,2022-10-14 04:06:58,23.29344790,77.27289549,94,457.601,,0.000,,,42,,
T,2022-10-14 04:06:59,23.29344790,77.27289549,94,457.600,,0.000,,,42,,
T,2022-10-14 04:07:00,23.29344790,77.27289549,94,457.600,,0.000,,,42,,
T,2022-10-14 04:07:01,23.29344790,77.27289549,94,457.600,,0.000,,,42,,
T,2022-10-14 04:07:02,23.29344790,77.27289549,94,457.600,,0.000,,,42,,
T,2022-10-14 04:07:03,23.29344790,77.27289549,95,457.598,,0.000,,,42,,
T,2022-10-14 04:07:04,23.29344790,77.27289549,95,457.596,,0.000,,,42,,
T,2022-10-14 04:07:05,23.29344790,77.27289549,95,457.596,,0.000,,,42,,
T,2022-10-14 04:07:06,23.29344790,77.27289549,95,457.597,,0.000,,,42,,
T,2022-10-14 04:07:07,23.29344826,77.27289586,95,457.597,,0.000,,,42,,
T,2022-10-14 04:07:08,23.29344852,77.27289614,95,457.598,,0.000,,3,42,,
T,2022-10-14 04:07:09,23.29344867,77.27289639,95,457.598,,0.000,,3,42,,
T,2022-10-14 04:07:10,23.29344877,77.27289654,95,457.598,,0.000,,3,42,,
T,2022-10-14 04:07:11,23.29344884,77.27289663,95,457.598,,0.000,,3,42,,
T,2022-10-14 04:07:12,23.29344892,77.27289686,95,457.606,,0.000,,3,42,,
T,2022-10-14 04:07:13,23.29344826,77.27289717,95,457.614,,0.000,,3,42,,
T,2022-10-14 04:07:14,23.29344722,77.27289657,95,457.598,,0.000,,3,42,,
T,2022-10-14 04:07:15,23.29344402,77.27289419,95,457.594,,0.000,,3,42,,
T,2022-10-14 04:07:16,23.29344372,77.27289430,95,457.598,,0.000,,2,42,,
T,2022-10-14 04:07:17,23.29344352,77.27289437,95,457.598,,0.000,,2,42,,
T,2022-10-14 04:07:18,23.29344341,77.27289441,95,457.598,,0.000,,2,42,,
T,2022-10-14 04:07:19,23.29344391,77.27289494,95,457.599,,0.000,,3,42,,
T,2022-10-14 04:07:20,23.29344197,77.27289309,95,457.592,,0.000,,3,42,,
T,2022-10-14 04:07:21,23.29344105,77.27289222,95,457.591,,0.000,,3,42,,
T,2022-10-14 04:07:22,23.29344144,77.27289168,94,457.607,,0.000,,3,42,,
T,2022-10-14 04:07:23,23.29344597,77.27289304,94,457.594,,0.000,,3,42,,
T,2022-10-14 04:07:24,23.29344939,77.27289457,94,457.615,,0.000,,3,42,,
T,2022-10-14 04:07:25,23.29345097,77.27289466,94,457.622,,0.000,,2,42,,
T,2022-10-14 04:07:26,23.29345150,77.27289466,94,457.613,,0.000,,2,41,,
T,2022-10-14 04:07:27,23.29345086,77.27289388,94,457.610,,0.000,,2,41,,
T,2022-10-14 04:07:28,23.29345099,77.27289368,95,457.611,,0.000,,2,41,,
T,2022-10-14 04:07:29,23.29344959,77.27289220,94,457.624,,0.000,,1,41,,
T,2022-10-14 04:07:30,23.29344911,77.27289166,94,457.631,,0.000,,1,41,,
T,2022-10-14 04:07:31,23.29344899,77.27289150,94,457.632,,0.000,,1,41,,
T,2022-10-14 04:07:32,23.29344894,77.27289144,94,457.632,,0.000,,1,41,,
T,2022-10-14 04:07:33,23.29344794,77.27289049,94,457.604,,0.000,,1,41,,
T,2022-10-14 04:07:34,23.29345277,77.27289579,94,457.593,,0.000,,1,41,,
T,2022-10-14 04:07:35,23.29345641,77.27289948,94,457.608,,0.000,,2,41,,
T,2022-10-14 04:07:36,23.29345830,77.27290140,94,457.609,,0.000,,2,41,,
T,2022-10-14 04:07:37,23.29345893,77.27290204,94,457.609,,0.000,,2,41,,
T,2022-10-14 04:07:38,23.29346303,77.27290579,94,457.611,,0.000,,2,41,,
T,2022-10-14 04:07:39,23.29346304,77.27290581,94,457.607,,0.000,,2,40,,
T,2022-10-14 04:07:40,23.29346292,77.27290572,94,457.601,,0.000,,2,41,,
T,2022-10-14 04:07:41,23.29346289,77.27290569,94,457.601,,0.000,,1,41,,
T,2022-10-14 04:07:42,23.29346120,77.27290408,94,457.602,,0.000,,1,41,,
T,2022-10-14 04:07:43,23.29346033,77.27290326,94,457.602,,0.000,,1,41,,
T,2022-10-14 04:07:44,23.29345914,77.27290212,94,457.593,,0.000,,1,41,,
T,2022-10-14 04:07:45,23.29345871,77.27290170,94,457.520,,0.000,,1,41,,
T,2022-10-14 04:07:46,23.29345843,77.27290147,94,457.533,,0.000,,1,41,,
T,2022-10-14 04:07:47,23.29345829,77.27290135,94,457.533,,0.000,,2,41,,
T,2022-10-14 04:07:48,23.29345819,77.27290126,94,457.533,,0.000,,2,41,,
T,2022-10-14 04:07:49,23.29345816,77.27290124,94,457.533,,0.000,,2,41,,
T,2022-10-14 04:07:50,23.29345811,77.27290119,94,457.576,,0.000,,2,41,,
T,2022-10-14 04:07:51,23.29345811,77.27290119,94,457.595,,0.000,,2,41,,
T,2022-10-14 04:07:52,23.29345812,77.27290121,94,457.595,,0.000,,2,41,,
