type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-14 03:20:41,23.29279580,77.27041037,11,472.674,,1.750,227,13,29,,
T,2022-10-14 03:20:42,23.29278575,77.27039703,11,472.595,,1.750,232,13,29,,
T,2022-10-14 03:20:43,23.29277790,77.27038184,10,472.775,,1.740,238,13,29,,
T,2022-10-14 03:20:44,23.29277478,77.27037077,11,473.010,,1.030,245,16,29,,
T,2022-10-14 03:20:45,23.29277597,77.27035644,10,473.125,,1.700,272,15,29,,
T,2022-10-14 03:20:46,23.29278131,77.27033771,10,473.287,,1.690,292,16,29,,
T,2022-10-14 03:20:47,23.29278980,77.27032205,10,473.450,,1.700,301,15,29,,
T,2022-10-14 03:20:48,23.29279980,77.27030594,10,473.199,,1.720,307,15,29,,
T,2022-10-14 03:20:49,23.29281058,77.27029438,10,473.438,,1.220,316,17,29,,
T,2022-10-14 03:20:50,23.29282131,77.27028303,10,474.045,,1.720,319,16,29,,
T,2022-10-14 03:20:51,23.29283261,77.27027096,10,474.344,,1.720,322,15,29,,
T,2022-10-14 03:20:52,23.29284131,77.27026337,10,474.312,,0.580,323,14,29,,
T,2022-10-14 03:20:53,23.29284486,77.27026185,10,474.718,,0.290,334,14,29,,
T,2022-10-14 03:20:54,23.29285313,77.27026087,10,474.395,,0.930,7,16,29,,
T,2022-10-14 03:20:55,23.29286693,77.27026137,10,474.646,,1.670,7,16,29,,
T,2022-10-14 03:20:56,23.29288316,77.27026267,10,474.686,,1.650,4,16,29,,
T,2022-10-14 03:20:57,23.29289858,77.27026496,10,474.778,,1.630,8,17,29,,
T,2022-10-14 03:20:58,23.29291323,77.27026844,11,474.766,,1.630,14,16,29,,
T,2022-10-14 03:20:59,23.29292232,77.27027118,61,474.753,,0.000,,14,29,,
T,2022-10-14 03:21:21,23.29301182,77.27037974,173,477.743,,0.000,,1,44,,
T,2022-10-14 03:21:22,23.29301182,77.27037973,173,477.706,,0.000,,1,44,,
T,2022-10-14 03:21:23,23.29301182,77.27037970,173,477.685,,0.000,,1,45,,
T,2022-10-14 03:21:24,23.29301182,77.27037970,173,477.661,,0.000,,1,45,,
T,2022-10-14 03:21:25,23.29301182,77.27037969,173,477.653,,0.000,,,44,,
T,2022-10-14 03:21:26,23.29301182,77.27037969,173,477.649,,0.000,,,45,,
T,2022-10-14 03:21:27,23.29301182,77.27037969,173,477.648,,0.000,,,45,,
T,2022-10-14 03:21:28,23.29301182,77.27037969,173,477.647,,0.000,,,45,,
T,2022-10-14 03:21:29,23.29301182,77.27037969,174,477.646,,0.000,,,45,,
T,2022-10-14 03:21:30,23.29300292,77.27041554,162,477.647,,0.000,,,45,,
T,2022-10-14 03:21:31,23.29298511,77.27048724,162,477.646,,0.000,,1,45,,
T,2022-10-14 03:21:32,23.29297621,77.27052310,162,477.645,,0.000,,1,45,,
T,2022-10-14 03:21:33,23.29297150,77.27054195,162,476.297,,0.000,,1,45,,
T,2022-10-14 03:21:34,23.29296902,77.27055183,162,475.623,,0.000,,1,45,,
T,2022-10-14 03:21:35,23.29296766,77.27055721,162,474.957,,0.000,,1,45,,
T,2022-10-14 03:21:36,23.29296712,77.27055930,162,474.117,,0.000,,1,45,,
T,2022-10-14 03:21:37,23.29296677,77.27056056,162,472.808,,0.000,,,45,,
T,2022-10-14 03:21:38,23.29294764,77.27063762,155,472.088,,0.000,,,45,,
T,2022-10-14 03:21:39,23.29293794,77.27067668,155,471.328,,0.000,,1,45,,
T,2022-10-14 03:21:40,23.29293462,77.27068999,155,470.562,,0.000,,1,45,,
T,2022-10-14 03:21:41,23.29293291,77.27069680,155,469.661,,0.000,,1,45,,
T,2022-10-14 03:21:42,23.29309868,77.27242920,150,469.260,,0.000,,1,45,,
T,2022-10-14 03:21:43,23.29309859,77.27242921,150,468.732,,0.000,,2,45,,
T,2022-10-14 03:21:44,23.29309847,77.27242923,150,468.319,,0.000,,2,45,,
T,2022-10-14 03:21:45,23.29309835,77.27242924,150,467.986,,0.000,,2,45,,
T,2022-10-14 03:21:46,23.29309824,77.27242926,150,467.712,,0.000,,2,45,,
T,2022-10-14 03:21:47,23.29309815,77.27242927,150,467.447,,0.000,,2,45,,
T,2022-10-14 03:21:48,23.29309807,77.27242928,150,467.227,,0.000,,2,45,,
T,2022-10-14 03:21:49,23.29309803,77.27242928,150,467.227,,0.000,,,45,,
T,2022-10-14 03:21:50,23.29309798,77.27242929,150,467.039,,0.000,,,45,,
T,2022-10-14 03:21:51,23.29309795,77.27242929,150,466.883,,0.000,,,45,,
T,2022-10-14 03:21:52,23.29309789,77.27242930,150,466.693,,0.000,,,45,,
T,2022-10-14 03:21:53,23.29309786,77.27242930,150,466.528,,0.000,,,45,,
T,2022-10-14 03:21:54,23.29309781,77.27242942,150,466.335,,0.000,,,45,,
T,2022-10-14 03:21:55,23.29309764,77.27242992,150,466.104,,0.000,,1,45,,
T,2022-10-14 03:21:56,23.29309758,77.27243011,150,465.966,,0.000,,1,45,,
T,2022-10-14 03:21:57,23.29309749,77.27243032,150,465.833,,0.000,,1,45,,
T,2022-10-14 03:21:58,23.29309744,77.27243046,150,465.720,,0.000,,1,45,,
T,2022-10-14 03:21:59,23.29309742,77.27243051,150,465.631,,0.000,,1,45,,
T,2022-10-14 03:22:00,23.29309739,77.27243058,150,465.559,,0.000,,1,45,,
T,2022-10-14 03:22:01,23.29309737,77.27243063,150,465.495,,0.000,,,44,,
T,2022-10-14 03:22:02,23.29309736,77.27243065,150,465.434,,0.000,,,45,,
T,2022-10-14 03:22:03,23.29309735,77.27243067,150,465.370,,0.000,,,45,,
T,2022-10-14 03:22:04,23.29309733,77.27243069,150,465.320,,0.000,,,45,,
T,2022-10-14 03:22:05,23.29309732,77.27243071,150,465.273,,0.000,,,45,,
T,2022-10-14 03:22:06,23.29309727,77.27243084,150,465.236,,0.000,,,45,,
T,2022-10-14 03:22:07,23.29309722,77.27243099,150,465.198,,0.000,,1,45,,
T,2022-10-14 03:22:08,23.29309720,77.27243104,150,465.166,,0.000,,1,45,,
T,2022-10-14 03:22:09,23.29309719,77.27243107,151,465.134,,0.000,,1,45,,
T,2022-10-14 03:22:10,23.29309717,77.27243112,151,465.108,,0.000,,1,45,,
T,2022-10-14 03:22:11,23.29309716,77.27243114,151,465.085,,0.000,,1,45,,
T,2022-10-14 03:22:12,23.29309715,77.27243116,151,465.066,,0.000,,1,45,,
T,2022-10-14 03:22:13,23.29309715,77.27243117,151,465.051,,0.000,,,45,,
T,2022-10-14 03:22:14,23.29309715,77.27243117,151,465.039,,0.000,,,45,,
T,2022-10-14 03:22:15,23.29309714,77.27243118,151,465.028,,0.000,,,45,,
T,2022-10-14 03:22:16,23.29309714,77.27243118,151,465.019,,0.000,,,45,,
T,2022-10-14 03:22:17,23.29309714,77.27243118,151,465.012,,0.000,,,45,,
T,2022-10-14 03:22:18,23.29309714,77.27243118,151,465.005,,0.000,,,45,,
T,2022-10-14 03:22:19,23.29309714,77.27243119,151,464.996,,0.000,,,45,,
T,2022-10-14 03:22:20,23.29309714,77.27243119,151,464.988,,0.000,,,45,,
T,2022-10-14 03:22:21,23.29309714,77.27243119,151,464.981,,0.000,,,45,,
T,2022-10-14 03:22:22,23.29309714,77.27243119,151,464.975,,0.000,,,45,,
T,2022-10-14 03:22:23,23.29309714,77.27243119,151,464.970,,0.000,,,45,,
T,2022-10-14 03:22:24,23.29309714,77.27243119,151,464.966,,0.000,,,45,,
T,2022-10-14 03:22:25,23.29309714,77.27243119,151,464.962,,0.000,,,44,,
T,2022-10-14 03:22:26,23.29309714,77.27243119,151,464.958,,0.000,,,45,,
T,2022-10-14 03:22:27,23.29309714,77.27243119,151,464.953,,0.000,,,45,,
T,2022-10-14 03:22:28,23.29309714,77.27243119,151,464.949,,0.000,,,45,,
T,2022-10-14 03:22:29,23.29309714,77.27243119,151,464.945,,0.000,,,45,,
T,2022-10-14 03:22:30,23.29309714,77.27243119,151,464.942,,0.000,,,45,,
T,2022-10-14 03:22:31,23.29309714,77.27243119,151,464.940,,0.000,,,45,,
T,2022-10-14 03:22:32,23.29309714,77.27243119,151,464.937,,0.000,,,45,,
T,2022-10-14 03:22:33,23.29309714,77.27243119,151,464.934,,0.000,,,45,,
T,2022-10-14 03:22:34,23.29309714,77.27243119,151,464.930,,0.000,,,45,,
T,2022-10-14 03:22:35,23.29309714,77.27243119,151,464.925,,0.000,,,45,,
T,2022-10-14 03:22:36,23.29309714,77.27243119,151,464.924,,0.000,,,45,,
T,2022-10-14 03:22:37,23.29309714,77.27243119,151,464.922,,0.000,,,45,,
T,2022-10-14 03:22:38,23.29309714,77.27243119,151,464.920,,0.000,,,45,,
T,2022-10-14 03:22:39,23.29309714,77.27243119,152,464.918,,0.000,,,45,,
T,2022-10-14 03:22:40,23.29309714,77.27243119,152,464.917,,0.000,,,45,,
T,2022-10-14 03:22:41,23.29309714,77.27243119,152,464.914,,0.000,,,45,,
T,2022-10-14 03:22:42,23.29309714,77.27243119,152,464.913,,0.000,,,45,,
T,2022-10-14 03:22:43,23.29309714,77.27243119,152,464.913,,0.000,,,45,,
T,2022-10-14 03:22:44,23.29309714,77.27243119,152,464.912,,0.000,,,45,,
T,2022-10-14 03:22:45,23.29309714,77.27243119,152,464.911,,0.000,,,45,,
T,2022-10-14 03:22:46,23.29309714,77.27243119,152,464.911,,0.000,,,45,,
T,2022-10-14 03:22:47,23.29309714,77.27243119,152,464.911,,0.000,,,45,,
T,2022-10-14 03:22:48,23.29309714,77.27243119,152,464.911,,0.000,,,45,,
T,2022-10-14 03:22:49,23.29309714,77.27243119,152,464.911,,0.000,,,45,,
T,2022-10-14 03:22:50,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:51,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:52,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:53,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:54,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:55,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:56,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:57,23.29309714,77.27243119,152,464.910,,0.000,,,45,,
T,2022-10-14 03:22:58,23.29309714,77.27243119,152,464.909,,0.000,,,45,,
T,2022-10-14 03:22:59,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:00,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:01,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:02,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:03,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:04,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:05,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:23:06,23.29309714,77.27243119,153,464.909,,0.000,,,45,,
T,2022-10-14 03:46:14,23.29282975,77.27031819,5,464.926,,0.000,,14,45,,
T,2022-10-14 03:46:15,23.29282797,77.27029646,4,464.927,,0.000,,16,45,,
T,2022-10-14 03:46:16,23.29282580,77.27028971,4,464.939,,0.000,,17,31,,
T,2022-10-14 03:46:17,23.29283777,77.27028775,4,464.911,,0.000,,17,31,,
T,2022-10-14 03:46:18,23.29281333,77.27029209,4,464.912,,0.000,,17,31,,
T,2022-10-14 03:46:19,23.29282586,77.27029402,4,464.901,,0.000,,17,31,,
T,2022-10-14 03:46:20,23.29282901,77.27029757,3,464.878,,0.000,,17,31,,
T,2022-10-14 03:46:21,23.29282188,77.27029672,3,464.875,,0.000,,18,31,,
T,2022-10-14 03:46:22,23.29281849,77.27029698,3,464.859,,0.000,,20,31,,
T,2022-10-14 03:46:23,23.29281611,77.27029685,3,464.859,,0.000,,18,31,,
T,2022-10-14 03:46:24,23.29281780,77.27029669,3,464.846,,0.000,,19,31,,
T,2022-10-14 03:46:25,23.29281059,77.27029879,3,464.825,,0.000,,21,31,,
T,2022-10-14 03:46:26,23.29281110,77.27029966,3,464.794,,0.000,,21,31,,
T,2022-10-14 03:46:27,23.29281134,77.27030240,3,464.768,,0.000,,21,31,,
T,2022-10-14 03:46:28,23.29281556,77.27030251,3,464.731,,0.000,,21,31,,
T,2022-10-14 03:46:29,23.29281941,77.27030408,3,464.647,,0.000,,19,31,,
T,2022-10-14 03:46:30,23.29282064,77.27030529,3,464.583,,0.000,,18,31,,
T,2022-10-14 03:46:31,23.29282147,77.27030448,3,464.571,,0.000,,18,31,,
T,2022-10-14 03:46:32,23.29282240,77.27030451,3,464.544,,0.000,,18,31,,
T,2022-10-14 03:46:33,23.29282681,77.27032023,3,464.543,,1.140,115,17,31,,
T,2022-10-14 03:46:34,23.29282650,77.27034819,3,464.583,,1.110,121,18,31,,
T,2022-10-14 03:46:35,23.29282155,77.27036882,3,465.067,,1.300,127,19,31,,
