type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-10-09 04:00:15,23.29323125,77.27055156,42,476.039,,0.000,,,48,,
T,2022-10-09 04:00:16,23.29323274,77.27055238,42,476.035,,0.000,,1,48,,
T,2022-10-09 04:00:17,23.29323358,77.27055328,43,476.039,,0.000,,1,48,,
T,2022-10-09 04:00:18,23.29323642,77.27055125,43,476.039,,0.000,,2,48,,
T,2022-10-09 04:00:19,23.29324183,77.27054748,43,476.040,,0.000,,4,48,,
T,2022-10-09 04:00:20,23.29324462,77.27054557,43,476.038,,0.000,,4,48,,
T,2022-10-09 04:00:21,23.29324601,77.27054462,43,476.038,,0.000,,5,48,,
T,2022-10-09 04:00:22,23.29324647,77.27054430,43,476.037,,0.000,,4,46,,
T,2022-10-09 04:00:23,23.29324694,77.27054398,44,476.037,,0.000,,4,47,,
T,2022-10-09 04:00:24,23.29324709,77.27054387,44,476.037,,0.000,,4,48,,
T,2022-10-09 04:00:25,23.29324725,77.27054377,44,476.037,,0.000,,1,48,,
T,2022-10-09 04:00:26,23.29324732,77.27054371,44,476.037,,0.000,,1,48,,
T,2022-10-09 04:00:27,23.29324735,77.27054370,44,476.037,,0.000,,,48,,
T,2022-10-09 04:00:28,23.29324738,77.27054368,44,476.037,,0.000,,,48,,
T,2022-10-09 04:00:29,23.29324738,77.27054367,44,476.036,,0.000,,,47,,
T,2022-10-09 04:00:30,23.29324715,77.27054452,44,476.028,,0.000,,,48,,
T,2022-10-09 04:00:31,23.29324700,77.27054504,45,476.026,,0.000,,1,48,,
T,2022-10-09 04:00:32,23.29324688,77.27054546,45,476.024,,0.000,,1,47,,
T,2022-10-09 04:00:33,23.29324678,77.27054579,46,476.021,,0.000,,1,48,,
T,2022-10-09 04:00:34,23.29324671,77.27054606,46,476.018,,0.000,,1,47,,
T,2022-10-09 04:00:35,23.29324655,77.27054659,47,476.019,,0.000,,1,48,,
T,2022-10-09 04:00:36,23.29324650,77.27054677,47,476.019,,0.000,,1,48,,
T,2022-10-09 04:00:37,23.29324648,77.27054686,48,476.017,,0.000,,,46,,
T,2022-10-09 04:00:38,23.29324646,77.27054691,48,476.015,,0.000,,,46,,
T,2022-10-09 04:00:39,23.29324645,77.27054696,49,476.011,,0.000,,,47,,
T,2022-10-09 04:00:40,23.29324643,77.27054704,50,476.012,,0.000,,,47,,
T,2022-10-09 04:00:41,23.29324641,77.27054708,50,476.013,,0.000,,,48,,
T,2022-10-09 04:00:42,23.29324641,77.27054711,50,476.013,,0.000,,,48,,
T,2022-10-09 04:00:43,23.29324641,77.27054711,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:44,23.29324640,77.27054712,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:45,23.29324640,77.27054712,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:46,23.29324640,77.27054713,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:47,23.29324640,77.27054713,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:48,23.29324640,77.27054713,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:49,23.29324640,77.27054713,50,476.012,,0.000,,,47,,
T,2022-10-09 04:00:50,23.29324640,77.27054713,50,476.012,,0.000,,,48,,
T,2022-10-09 04:00:51,23.29324640,77.27054713,51,476.011,,0.000,,,48,,
T,2022-10-09 04:00:52,23.29324640,77.27054713,51,476.011,,0.000,,,48,,
T,2022-10-09 04:00:53,23.29324640,77.27054713,51,476.011,,0.000,,,48,,
T,2022-10-09 04:00:54,23.29324640,77.27054713,51,476.010,,0.000,,,48,,
T,2022-10-09 04:00:55,23.29324640,77.27054713,53,476.010,,0.000,,,48,,
T,2022-10-09 04:00:56,23.29324640,77.27054713,53,476.009,,0.000,,,48,,
T,2022-10-09 04:00:57,23.29324640,77.27054713,53,476.009,,0.000,,,48,,
T,2022-10-09 04:00:58,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:00:59,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:00,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:01,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:02,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:03,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:04,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:05,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:06,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:07,23.29324640,77.27054713,54,476.008,,0.000,,,48,,
T,2022-10-09 04:01:08,23.29324640,77.27054713,54,476.007,,0.000,,,48,,
T,2022-10-09 04:01:09,23.29324640,77.27054713,55,476.007,,0.000,,,48,,
T,2022-10-09 04:01:10,23.29324640,77.27054713,55,476.007,,0.000,,,48,,
T,2022-10-09 04:01:11,23.29324640,77.27054713,55,476.006,,0.000,,,48,,
T,2022-10-09 04:01:12,23.29324640,77.27054713,55,476.007,,0.000,,,48,,
T,2022-10-09 04:01:13,23.29324640,77.27054713,55,476.006,,0.000,,,48,,
T,2022-10-09 04:01:14,23.29324640,77.27054713,55,476.007,,0.000,,,48,,
T,2022-10-09 04:01:15,23.29324640,77.27054713,55,476.006,,0.000,,,48,,
T,2022-10-09 04:01:16,23.29324640,77.27054713,55,476.005,,0.000,,,48,,
T,2022-10-09 04:01:17,23.29324640,77.27054713,55,476.005,,0.000,,,47,,
T,2022-10-09 04:01:18,23.29324640,77.27054713,56,476.005,,0.000,,,47,,
T,2022-10-09 04:01:19,23.29324640,77.27054713,56,476.005,,0.000,,,47,,
T,2022-10-09 04:01:20,23.29324640,77.27054713,56,476.004,,0.000,,,47,,
T,2022-10-09 04:01:21,23.29324640,77.27054713,56,476.004,,0.000,,,47,,
T,2022-10-09 04:01:22,23.29324640,77.27054713,56,476.004,,0.000,,,47,,
T,2022-10-09 04:01:23,23.29324640,77.27054713,56,476.003,,0.000,,,47,,
T,2022-10-09 04:01:24,23.29324640,77.27054713,57,476.003,,0.000,,,47,,
T,2022-10-09 04:01:25,23.29324640,77.27054713,57,476.003,,0.000,,,47,,
T,2022-10-09 04:01:26,23.29324640,77.27054713,57,476.003,,0.000,,,47,,
T,2022-10-09 04:01:27,23.29324640,77.27054713,57,476.003,,0.000,,,47,,
T,2022-10-09 04:01:28,23.29324640,77.27054713,57,476.003,,0.000,,,47,,
T,2022-10-09 04:01:29,23.29324640,77.27054713,57,476.002,,0.000,,,47,,
T,2022-10-09 04:01:30,23.29324640,77.27054713,57,476.002,,0.000,,,47,,
T,2022-10-09 04:02:18,23.29324643,77.27054727,62,475.965,,0.000,,,47,,
T,2022-10-09 04:02:19,23.29324643,77.27054727,62,475.965,,0.000,,,47,,
T,2022-10-09 04:02:20,23.29324643,77.27054727,62,475.965,,0.000,,,47,,
T,2022-10-09 04:02:21,23.29324643,77.27054727,62,475.965,,0.000,,,47,,
T,2022-10-09 04:02:22,23.29324643,77.27054727,62,475.965,,0.000,,,46,,
T,2022-10-09 04:02:23,23.29324643,77.27054727,62,475.965,,0.000,,,47,,
T,2022-10-09 04:02:24,23.29324643,77.27054727,62,475.964,,0.000,,,47,,
T,2022-10-09 04:02:25,23.29324643,77.27054727,62,475.964,,0.000,,,47,,
